County,State,Zipcode,Name,Max_temp,Min_temp,Description,Feels_like,Sunrise,Sunset,Lon,Lat
Custer ,OK,73096,Weatherford,13.76,9.75,clear sky,11.0,1637414147,1637450735,-98.6996,35.535
Custer ,SD,57730,Custer,1.73,-1.62,clear sky,-2.35,1637416486,1637450664,-103.4258,43.6573
Cuyahoga ,OH,44017,Berea,6.61,3.27,overcast clouds,2.37,1637410935,1637445863,-81.8618,41.3676
Dade ,GA,30738,Rising Fawn,8.25,1.75,overcast clouds,1.97,1637410884,1637447662,-85.5019,34.8139
Dade ,MO,65635,Dadeville,13.45,9.91,overcast clouds,10.63,1637413211,1637449268,-93.6956,37.5105
Daggett ,UT,84023,Dutch John,3.78,0.16,few clouds,-3.69,1637417479,1637452535,-109.391,40.9291
Dakota ,MN,55024,Farmington,3.24,-2.23,clear sky,0.95,1637414192,1637448027,-93.1539,44.6628
Dakota ,NE,68030,Homer,8.22,5.18,broken clouds,3.16,1637414595,1637449214,-96.4656,42.3322
Dale ,AL,36311,Ariton,15.82,11.47,clear sky,12.85,1637410534,1637448110,-85.7077,31.583
Dallam ,TX,79087,Texline,11.79,7.8,scattered clouds,8.38,1637415287,1637451651,-102.9845,36.374
Dallas ,AL,36701,Selma,13.06,9.06,broken clouds,9.5,1637410951,1637448325,-87.0245,32.4197
Dallas ,AR,71725,Carthage,14.11,10.6,few clouds,10.95,1637412484,1637449448,-92.5554,34.0751
Dallas ,IA,50003,Adel,8.36,5.42,overcast clouds,4.63,1637413899,1637448744,-94.038,41.6221
Dallas ,MO,65590,Long Lane,12.54,8.88,overcast clouds,9.08,1637413037,1637449075,-92.9309,37.5808
Dallas ,TX,75001,Addison,20.17,17.28,clear sky,18.73,1637413374,1637450614,-96.8385,32.96
Dane ,WI,53508,Belleville,7.34,0.51,overcast clouds,1.22,1637413018,1637447465,-89.5377,42.8669
Daniels ,MT,59222,Flaxville,2.62,0.36,overcast clouds,-3.28,1637417858,1637450127,-105.1637,48.7472
Danville city,VA,24540,Danville,4.46,-1.07,clear sky,0.77,1637409659,1637445963,-79.4124,36.6218
Dare ,NC,27915,Avon,15.56,7.0,clear sky,12.56,1637408554,1637445195,-75.5104,35.3521
Darke ,OH,45303,Ansonia,6.0,0.25,clear sky,0.65,1637411426,1637446706,-84.6406,40.2151
Darlington ,SC,29069,Lamar,12.06,7.69,broken clouds,9.15,1637409506,1637446445,-80.0963,34.1862
Dauphin ,PA,17005,Berrysburg,4.46,0.12,overcast clouds,0.52,1637409604,1637444770,-76.8117,40.601
Davidson ,NC,27239,Denton,5.43,0.72,clear sky,2.68,1637409690,1637446260,-80.0959,35.6196
Davidson ,TN,37013,Antioch,11.43,3.84,few clouds,6.72,1637411324,1637447777,-86.6592,36.0595
Davie ,NC,27006,Advance,5.23,-0.18,overcast clouds,2.16,1637409825,1637446293,-80.4463,36.0065
Daviess ,IN,47501,Washington,10.01,2.52,clear sky,5.85,1637411805,1637447542,-87.1707,38.6536
Daviess ,KY,42301,Owensboro,10.99,6.43,overcast clouds,7.85,1637411674,1637447666,-87.1554,37.7513
Daviess ,MO,64620,Altamont,10.26,7.43,overcast clouds,7.13,1637413648,1637449021,-94.0897,39.896
Davis ,IA,52537,Bloomfield,8.89,4.63,overcast clouds,5.05,1637413367,1637448489,-92.3987,40.7324
Davis ,UT,84010,Bountiful,6.93,1.55,broken clouds,3.98,1637418067,1637453138,-111.8727,40.8775
Davison ,SD,57301,Mitchell,3.74,2.99,overcast clouds,1.86,1637415199,1637449361,-98.0298,43.7094
Dawes ,NE,69337,Chadron,4.32,1.49,clear sky,2.29,1637416243,1637450701,-102.9953,42.8193
Dawson ,GA,30534,Dawsonville,9.11,2.85,overcast clouds,3.86,1637410514,1637447385,-84.155,34.4537
Dawson ,MT,59259,Richey,3.08,-3.5,clear sky,-4.34,1637417594,1637450320,-105.017,47.6229
Dawson ,NE,68834,Eddyville,8.66,6.1,overcast clouds,4.41,1637415159,1637450194,-99.681,41.0079
Dawson ,TX,79331,Lamesa,18.93,16.96,clear sky,15.42,1637414576,1637451870,-101.9569,32.7367
Day ,SD,57219,Bristol,2.45,-2.02,few clouds,-2.14,1637415421,1637449032,-97.8086,45.288
De Baca ,NM,88119,Fort Sumner,16.96,15.53,overcast clouds,15.02,1637415337,1637452201,-104.2317,34.46
De Soto Parish,LA,71027,Frierson,17.52,12.96,clear sky,15.41,1637412531,1637449946,-93.6915,32.245
De Witt ,IL,61727,Clinton,9.16,4.29,overcast clouds,4.77,1637412454,1637447753,-88.9627,40.1487
DeKalb ,AL,35961,Collinsville,10.54,4.03,scattered clouds,6.51,1637410901,1637447818,-85.862,34.268
DeKalb ,GA,30002,Avondale Estates,10.05,4.63,clear sky,6.27,1637410454,1637447496,-84.2607,33.7717
DeKalb ,IL,60111,Clare,7.33,3.81,broken clouds,5.26,1637412710,1637447434,-88.8306,42.0086
DeKalb ,IN,46705,Ashley,4.4,1.42,broken clouds,1.0,1637411727,1637446602,-85.0504,41.5347
DeKalb ,MO,64422,Amity,9.82,6.69,overcast clouds,5.73,1637413748,1637449124,-94.5136,39.8837
DeKalb ,TN,37012,Alexandria,11.24,3.62,overcast clouds,4.86,1637411177,1637447626,-86.0372,36.0711
DeSoto ,FL,34266,Arcadia,22.13,20.57,broken clouds,21.54,1637409113,1637447687,-81.8667,27.1861
DeSoto ,MS,38632,Hernando,13.03,8.98,overcast clouds,9.95,1637411966,1637448744,-90.0095,34.8096
DeWitt ,TX,77954,Cuero,20.88,18.59,overcast clouds,20.46,1637413026,1637451175,-97.2812,29.091
Deaf Smith ,TX,79025,Dawn,17.5,11.03,clear sky,13.24,1637414907,1637451655,-102.2002,34.9106
Dearborn ,IN,47001,Aurora,9.39,2.08,broken clouds,3.96,1637411330,1637446948,-84.9452,39.0719
Decatur ,GA,39815,Attapulgus,16.92,13.73,overcast clouds,14.76,1637410143,1637447914,-84.4846,30.7493
Decatur ,IA,50065,Davis City,10.36,6.36,clear sky,6.02,1637413692,1637448843,-93.8105,40.6346
Decatur ,IN,47240,Greensburg,6.61,0.51,scattered clouds,0.62,1637411495,1637447046,-85.4918,39.2998
Decatur ,KS,67749,Oberlin,9.43,7.04,scattered clouds,7.16,1637415185,1637450576,-100.5314,39.8275
Decatur ,TN,38311,Bath Springs,11.91,5.93,overcast clouds,8.04,1637411597,1637448209,-88.1286,35.4521
Deer Lodge ,MT,59711,Anaconda,-0.82,-1.97,overcast clouds,-4.45,1637419219,1637452516,-112.9739,46.1299
Defiance ,OH,43512,Defiance,5.28,2.23,clear sky,1.18,1637411522,1637446477,-84.3626,41.2799
Del Norte ,CA,95531,Crescent City,13.62,8.84,haze,10.27,1637421153,1637455939,-124.1332,41.7817
Delaware ,IA,50654,Masonville,6.93,2.7,overcast clouds,1.9,1637413448,1637448021,-91.5913,42.4794
Delaware ,IN,47302,Muncie,4.73,1.43,overcast clouds,3.16,1637411596,1637446891,-85.3807,40.1684
Delaware ,NY,13731,Andes,1.64,-3.8,overcast clouds,-4.0,1637409360,1637444042,-74.7887,42.1569
Delaware ,OH,43003,Ashley,7.68,1.98,overcast clouds,1.6,1637411051,1637446271,-82.9542,40.4163
Delaware ,OK,74331,Afton,13.63,10.32,clear sky,10.8,1637413390,1637449688,-94.9432,36.6296
Delaware ,PA,19008,Broomall,6.25,1.47,clear sky,4.03,1637409161,1637444516,-75.3602,39.9747
Delta ,CO,81410,Austin,9.8,5.53,overcast clouds,6.55,1637416822,1637452512,-107.9738,38.7975
Delta ,MI,49807,Bark River,3.14,-2.12,clear sky,-2.64,1637412949,1637446416,-87.2073,45.6956
Delta ,TX,75432,Cooper,18.28,16.94,scattered clouds,17.88,1637413143,1637450280,-95.6623,33.3812
Denali Borough,AK,99704,Clear,-18.45,-27.68,clear sky,-24.09,1637433878,1637455229,-149.1608,64.2966
Dent ,MO,65440,Boss,10.51,8.49,overcast clouds,8.43,1637412632,1637448654,-91.2109,37.6373
Denton ,TX,75007,Carrollton,20.44,17.64,clear sky,19.01,1637413389,1637450619,-96.882,33.0033
Denver ,CO,80202,Denver,9.06,2.66,overcast clouds,6.19,1637416245,1637451659,-104.9946,39.7491
Des Moines ,IA,52601,Burlington,9.95,4.96,clear sky,6.48,1637413071,1637448170,-91.117,40.8087
Deschutes ,OR,97701,Bend,4.89,-1.0,clear sky,3.25,1637420852,1637454876,-121.2936,44.0928
Desha ,AR,71630,Arkansas City,14.23,13.01,few clouds,11.87,1637412108,1637449188,-91.2325,33.6143
Deuel ,NE,69122,Big Springs,7.49,2.58,broken clouds,-0.4,1637415748,1637450763,-102.0933,41.0696
Deuel ,SD,57213,Astoria,1.54,-2.33,overcast clouds,-2.6,1637414990,1637448855,-96.5416,44.5735
Dewey ,OK,73646,Fay,12.81,8.62,broken clouds,9.24,1637414175,1637450687,-98.6587,35.8204
Dewey ,SD,57625,Eagle Butte,-0.72,-0.72,clear sky,-4.52,1637416193,1637449905,-101.2329,45.0016
Dickens ,TX,79220,Afton,20.74,20.74,clear sky,19.34,1637414426,1637451465,-100.8021,33.7718
Dickenson ,VA,24220,Birchleaf,9.42,1.38,overcast clouds,3.71,1637410409,1637446572,-82.2433,37.1394
Dickey ,ND,58436,Ellendale,3.02,0.43,clear sky,-2.61,1637415722,1637449070,-98.5138,46.0073
Dickinson ,IA,51331,Arnolds Park,4.1,1.08,overcast clouds,0.56,1637414444,1637448723,-95.1282,43.3637
Dickinson ,KS,67410,Abilene,10.03,7.98,overcast clouds,7.89,1637414256,1637449909,-97.2063,38.9371
Dickinson ,MI,49801,Iron Mountain,0.94,-3.8,clear sky,-6.09,1637413179,1637446599,-88.0683,45.8219
Dickson ,TN,37029,Burns,11.21,4.6,broken clouds,6.81,1637411478,1637447933,-87.3061,36.0471
Dillingham Census Area,AK,99555,Aleknagik,-9.07,-11.03,clear sky,-17.53,1637433673,1637459975,-158.6199,59.2697
Dillon ,SC,29536,Dillon,12.16,7.75,broken clouds,9.26,1637409362,1637446243,-79.377,34.4146
Dimmit ,TX,78827,Asherton,22.99,20.08,clear sky,20.48,1637413545,1637451840,-99.7486,28.4364
Dinwiddie ,VA,23833,Church Road,5.08,-0.09,clear sky,2.48,1637409317,1637445466,-77.6646,37.195
District of Columbia,DC,20001,Washington,6.17,1.16,clear sky,4.03,1637409403,1637445069,-77.0177,38.9122
Divide ,ND,58730,Crosby,3.92,2.07,clear sky,-0.21,1637417433,1637449645,-103.274,48.8836
Dixie ,FL,32628,Cross City,17.85,17.01,overcast clouds,17.38,1637409707,1637447735,-83.2032,29.6372
Dixon ,NE,68710,Allen,8.23,4.51,overcast clouds,3.66,1637414707,1637449290,-96.8574,42.4437
Doa Ana ,NM,87936,Garfield,19.28,16.49,broken clouds,17.11,1637415854,1637453142,-107.2704,32.7557
Doddridge ,WV,26339,Center Point,6.77,-0.21,overcast clouds,2.47,1637410345,1637445864,-80.6352,39.4125
Dodge ,GA,31011,Chauncey,14.88,11.98,overcast clouds,12.47,1637409962,1637447413,-83.0646,32.1046
Dodge ,MN,55924,Claremont,3.61,-1.18,overcast clouds,1.31,1637414046,1637448093,-92.9888,44.0522
Dodge ,NE,68025,Fremont,10.97,6.67,overcast clouds,7.0,1637414461,1637449362,-96.4945,41.4416
Dodge ,WI,53003,Ashippun,5.57,0.51,overcast clouds,0.89,1637412830,1637447163,-88.5162,43.2119
Dolores ,CO,81320,Cahone,5.74,0.75,overcast clouds,0.69,1637416865,1637452861,-108.7917,37.7182
Doniphan ,KS,66008,Bendena,9.95,6.55,overcast clouds,5.51,1637413882,1637449308,-95.1765,39.7174
Donley ,TX,79226,Clarendon,14.78,14.78,overcast clouds,12.84,1637414599,1637451337,-100.8952,34.9529
Dooly ,GA,31007,Byromville,14.49,11.44,clear sky,11.98,1637410181,1637447612,-83.9332,32.189
Door ,WI,54202,Baileys Harbor,3.24,-2.0,clear sky,0.54,1637412824,1637446521,-87.1676,45.0565
Dorado Municipio,PR,00646,Dorado,27.97,22.83,overcast clouds,26.66,1637404487,1637444826,-66.27,18.47
Dorchester ,MD,21613,Cambridge,6.98,1.81,broken clouds,4.2,1637409130,1637444896,-76.0874,38.5643
Dorchester ,SC,29420,North Charleston,13.3,10.57,few clouds,11.45,1637409351,1637446602,-80.1026,32.9336
Dougherty ,GA,31701,Albany,16.3,13.55,broken clouds,14.98,1637410161,1637447741,-84.1619,31.5678
Douglas ,CO,80104,Castle Rock,8.61,1.51,light rain,0.05,1637416156,1637451681,-104.8561,39.3722
Douglas ,GA,30122,Lithia Springs,10.19,5.49,few clouds,8.25,1637410546,1637447589,-84.6469,33.7655
Douglas ,IL,61910,Arcola,8.15,3.95,overcast clouds,3.14,1637412227,1637447664,-88.3037,39.687
Douglas ,KS,66006,Baldwin City,10.93,7.31,overcast clouds,7.7,1637413760,1637449455,-95.2276,38.7953
Douglas ,MN,56308,Alexandria,-1.47,-3.74,clear sky,-4.14,1637414947,1637448342,-95.382,45.8817
Douglas ,MO,65608,Ava,12.41,9.57,overcast clouds,9.51,1637412888,1637449102,-92.6765,36.9407
Douglas ,NE,68007,Bennington,11.17,6.88,overcast clouds,8.45,1637414368,1637449294,-96.1575,41.3623
Douglas ,NV,89410,Gardnerville,5.87,-3.52,clear sky,2.24,1637419627,1637455294,-119.6115,38.8703
Douglas ,OR,97479,Sutherlin,7.36,5.34,overcast clouds,4.25,1637421215,1637455476,-123.2974,43.3904
Douglas ,SD,57313,Armour,5.88,2.57,overcast clouds,2.51,1637415207,1637449502,-98.3414,43.316
Douglas ,WA,98802,East Wenatchee,5.87,-0.57,clear sky,0.39,1637421219,1637454020,-120.2731,47.4186
Douglas ,WI,54820,Brule,0.12,-4.84,clear sky,-5.02,1637414157,1637447294,-91.5539,46.5763
Drew ,AR,71655,Monticello,13.94,11.54,clear sky,12.74,1637412245,1637449322,-91.7948,33.625
DuPage ,IL,60101,Addison,8.23,3.71,broken clouds,6.21,1637412499,1637447248,-88.0054,41.9335
Dubois ,IN,47513,Birdseye,9.88,3.93,overcast clouds,5.57,1637411644,1637447482,-86.7102,38.3006
Dubuque ,IA,52001,Dubuque,7.5,4.32,broken clouds,6.35,1637413236,1637447797,-90.6819,42.515
Duchesne ,UT,84001,Altamont,3.9,0.98,clear sky,-1.43,1637417603,1637452835,-110.2754,40.3514
Dukes ,MA,02535,Chilmark,6.7,-2.47,overcast clouds,0.3,1637408262,1637443197,-70.7416,41.3575
Dundy ,NE,69021,Benkelman,8.2,5.19,overcast clouds,3.45,1637415466,1637450777,-101.5344,40.098
Dunklin ,MO,63821,Arbyrd,11.27,7.79,scattered clouds,7.01,1637412180,1637448634,-90.2284,36.0501
Dunn ,ND,58625,Dodge,2.17,0.39,clear sky,-2.51,1637416854,1637449707,-102.1985,47.3049
Dunn ,WI,54725,Boyceville,1.33,-3.91,broken clouds,-4.21,1637413992,1637447685,-92.0248,45.0642
Duplin ,NC,28325,Calypso,9.02,3.95,scattered clouds,5.09,1637409151,1637445843,-78.1053,35.1538
Durham ,NC,27503,Bahama,7.14,0.77,overcast clouds,3.56,1637409471,1637445900,-78.8903,36.1566
Dutchess ,NY,12501,Amenia,4.39,-0.31,overcast clouds,-0.4,1637409014,1637443795,-73.5542,41.8447
Duval ,FL,32202,Jacksonville,19.05,16.23,overcast clouds,18.25,1637409414,1637447283,-81.6517,30.3299
Duval ,TX,78341,Benavides,23.35,22.51,clear sky,22.89,1637413131,1637451613,-98.4142,27.5925
Dyer ,TN,38007,Bogota,12.09,6.81,clear sky,8.48,1637412006,1637448430,-89.4384,36.164
Eagle ,CO,80426,Burns,2.94,-0.01,overcast clouds,0.99,1637416718,1637452094,-106.8856,39.8739
Early ,GA,39823,Blakely,16.14,13.56,clear sky,13.66,1637410325,1637447949,-84.9353,31.3791
East Baton Rouge Parish,LA,70714,Baker,18.23,15.45,clear sky,17.29,1637411722,1637449532,-91.1429,30.5814
East Carroll Parish,LA,71254,Lake Providence,12.25,10.97,few clouds,11.37,1637411999,1637449278,-91.1906,32.8071
East Feliciana Parish,LA,70722,Clinton,17.92,14.28,clear sky,17.17,1637411700,1637449453,-90.9331,30.8249
Eastland ,TX,76435,Carbon,21.33,17.78,clear sky,18.96,1637413769,1637451177,-98.8348,32.2701
Eaton ,MI,48813,Charlotte,4.32,1.58,broken clouds,2.83,1637411840,1637446385,-84.8352,42.5702
Eau Claire ,WI,54701,Eau Claire,1.95,-2.65,clear sky,-0.06,1637413813,1637447606,-91.4877,44.784
Echols ,GA,31648,Statenville,17.11,15.66,clear sky,16.66,1637409786,1637447568,-83.019,30.7065
Ector ,TX,79741,Goldsmith,22.29,18.8,scattered clouds,19.86,1637414641,1637452125,-102.625,31.9541
Eddy ,ND,58356,New Rockford,1.85,-1.19,few clouds,-4.34,1637416143,1637448834,-98.8987,47.7174
Eddy ,NM,88210,Artesia,21.74,18.22,clear sky,18.81,1637415176,1637452445,-104.4074,32.8384
Edgar ,IL,61917,Brocton,7.74,2.84,overcast clouds,2.39,1637412137,1637447572,-87.9263,39.6923
Edgecombe ,NC,27801,Rocky Mount,7.05,2.88,scattered clouds,4.32,1637409172,1637445657,-77.7608,35.9427
Edgefield ,SC,29824,Edgefield,9.88,4.32,broken clouds,5.86,1637409907,1637446941,-81.966,33.8056
Edmonson ,KY,42163,Rocky Hill,11.82,7.17,overcast clouds,8.85,1637411340,1637447513,-86.1432,37.0943
Edmunds ,SD,57428,Bowdle,2.4,-0.04,few clouds,-2.47,1637415894,1637449445,-99.654,45.453
Edwards ,IL,62476,West Salem,9.89,6.23,broken clouds,6.34,1637411986,1637447761,-88.0048,38.5209
Edwards ,KS,67519,Belpre,8.72,7.09,overcast clouds,6.26,1637414566,1637450504,-99.0936,37.9347
Edwards ,TX,78880,Rocksprings,16.76,16.03,clear sky,15.7,1637413839,1637451777,-100.231,30.0188
Effingham ,GA,31302,Bloomingdale,15.53,10.16,clear sky,12.53,1637409542,1637446990,-81.3085,32.1177
Effingham ,IL,62401,Effingham,8.97,7.25,clear sky,7.51,1637412206,1637447808,-88.5611,39.1217
El Dorado ,CA,95614,Cool,15.2,7.98,clear sky,11.41,1637419959,1637455619,-120.9802,38.8923
El Paso ,CO,80106,Elbert,6.51,-0.59,moderate rain,0.96,1637416049,1637451653,-104.5746,39.0969
El Paso ,TX,79821,Anthony,20.86,16.32,clear sky,17.36,1637415600,1637453073,-106.5976,31.9907
Elbert ,CO,80101,Agate,6.96,1.8,overcast clouds,2.67,1637415954,1637451465,-103.9846,39.4203
Elbert ,GA,30624,Bowman,8.1,2.95,scattered clouds,3.81,1637410211,1637447147,-83.0284,34.1919
Elk ,KS,67345,Elk Falls,10.73,7.82,overcast clouds,9.18,1637413793,1637449887,-96.1959,37.3745
Elk ,PA,15821,Benezett,3.46,0.68,overcast clouds,-1.78,1637410086,1637445029,-78.3576,41.3253
Elkhart ,IN,46507,Bristol,6.0,2.35,overcast clouds,1.63,1637411942,1637446760,-85.8262,41.7169
Elko ,NV,89801,Elko,5.38,2.82,clear sky,3.66,1637418951,1637454013,-115.5344,40.9056
Elliott ,KY,41149,Isonville,11.03,5.55,overcast clouds,8.57,1637410729,1637446640,-83.0506,38.0462
Ellis ,KS,67601,Hays,8.89,7.69,clear sky,5.78,1637414758,1637450428,-99.3348,38.8782
Ellis ,OK,73832,Arnett,11.88,7.71,overcast clouds,5.33,1637414444,1637450895,-99.6514,36.0522
Ellis ,TX,75101,Bardwell,20.38,17.56,few clouds,19.24,1637413258,1637450665,-96.703,32.2731
Ellsworth ,KS,67439,Ellsworth,9.75,7.36,overcast clouds,5.79,1637414466,1637450178,-98.2057,38.7312
Elmore ,AL,36020,Coosada,14.05,8.95,clear sky,10.79,1637410795,1637448149,-86.3322,32.5056
Elmore ,ID,83601,Atlanta,-0.64,-2.71,clear sky,-4.7,1637419360,1637453469,-115.2538,43.8479
Emanuel ,GA,30401,Swainsboro,13.3,9.68,clear sky,10.76,1637409846,1637447185,-82.3462,32.5699
Emery ,UT,84513,Castle Dale,5.95,2.95,clear sky,5.95,1637417613,1637453183,-111.0196,39.2122
Emmet ,IA,50514,Armstrong,4.39,1.29,overcast clouds,1.01,1637414296,1637448563,-94.4853,43.4024
Emmet ,MI,49701,Mackinaw City,6.21,2.77,overcast clouds,1.66,1637412368,1637445806,-84.7298,45.7777
Emmons ,ND,58524,Braddock,1.16,-2.65,clear sky,-5.04,1637416209,1637449349,-100.1075,46.5603
Erath ,TX,76401,Stephenville,20.02,17.41,clear sky,18.35,1637413616,1637451036,-98.2224,32.2214
Erie ,NY,14001,Akron,7.12,4.39,overcast clouds,4.28,1637410395,1637444793,-78.5084,43.0249
Erie ,OH,43438,Kelleys Island,6.17,4.37,overcast clouds,5.7,1637411174,1637446030,-82.7068,41.6008
Erie ,PA,16401,Albion,6.24,4.21,overcast clouds,3.99,1637410645,1637445408,-80.3111,41.8947
Escambia ,AL,36426,Brewton,16.17,12.17,clear sky,13.01,1637410814,1637448497,-87.0961,31.1294
Escambia ,FL,32501,Pensacola,18.79,12.04,clear sky,15.43,1637410763,1637448610,-87.2248,30.4223
Esmeralda ,NV,89010,Dyer,12.09,7.84,scattered clouds,9.54,1637419106,1637455082,-118.084,37.7776
Essex ,MA,01810,Andover,4.96,-0.3,clear sky,0.32,1637408567,1637443091,-71.1565,42.6496
Essex ,NJ,07003,Bloomfield,8.17,2.59,clear sky,5.98,1637409004,1637444110,-74.1891,40.8035
Essex ,NY,12851,Minerva,1.79,-2.67,overcast clouds,-2.33,1637409435,1637443581,-73.9835,43.7811
Essex ,VA,23115,Millers Tavern,6.23,1.19,clear sky,3.64,1637409226,1637445197,-76.9138,37.8364
Essex ,VT,05824,Concord,2.39,-2.6,clear sky,-5.16,1637409041,1637442959,-71.8676,44.4461
Estill ,KY,40336,Irvine,11.69,6.39,overcast clouds,7.59,1637410903,1637446914,-83.9862,37.6858
Etowah ,AL,35901,Gadsden,10.9,5.4,clear sky,7.16,1637410888,1637447860,-85.9246,34.048
Eureka ,NV,89316,Eureka,0.96,0.94,clear sky,-2.42,1637418863,1637454321,-115.9943,39.5897
Evangeline Parish,LA,70515,Basile,17.95,13.05,clear sky,16.08,1637412056,1637449885,-92.5736,30.4978
Evans ,GA,30417,Claxton,14.89,9.94,clear sky,10.43,1637409692,1637447129,-81.908,32.165
Fairbanks North Star Borough,AK,99701,Fairbanks,-22.44,-31.81,clear sky,-26.37,1637433884,1637454530,-147.7164,64.8378
Fairfax ,VA,20120,Centreville,5.9,0.27,broken clouds,2.32,1637409501,1637445187,-77.467,38.8448
Fairfield ,CT,06468,Monroe,6.83,-0.88,clear sky,3.17,1637408854,1637443797,-73.2243,41.3312
Fairfield ,OH,43046,Millersport,8.53,2.79,overcast clouds,5.2,1637410871,1637446247,-82.5283,39.8993
Fairfield ,SC,29015,Blair,8.57,3.18,overcast clouds,3.38,1637409845,1637446705,-81.3459,34.4967
Fajardo Municipio,PR,00738,Fajardo,27.95,22.81,scattered clouds,25.99,1637404325,1637444690,-65.65,18.33
Fall River ,SD,57782,Smithwick,4.68,1.66,few clouds,0.91,1637416376,1637450674,-103.2183,43.3014
Fallon ,MT,59313,Baker,2.03,0.57,clear sky,-2.45,1637417169,1637450385,-104.2667,46.3552
Falls Church city,VA,22046,Falls Church,5.66,0.64,clear sky,3.46,1637409438,1637445112,-77.1802,38.8856
Falls ,TX,76570,Rosebud,20.06,17.65,overcast clouds,18.32,1637413182,1637450871,-96.9755,31.0922
Fannin ,GA,30513,Blue Ridge,7.05,0.55,overcast clouds,3.75,1637410607,1637447375,-84.3281,34.8555
Fannin ,TX,75413,Bailey,19.42,16.33,few clouds,17.27,1637413270,1637450395,-96.1662,33.43
Faribault ,MN,56013,Blue Earth,4.25,1.28,broken clouds,-0.77,1637414241,1637448429,-94.0924,43.6394
Faulk ,SD,57435,Cresbard,3.04,0.2,few clouds,-1.88,1637415672,1637449325,-98.9411,45.1691
Faulkner ,AR,72032,Conway,13.73,8.38,overcast clouds,10.55,1637412581,1637449287,-92.4236,35.0842
Fauquier ,VA,20115,Marshall,4.74,-0.71,overcast clouds,-0.18,1637409603,1637445289,-77.8911,38.8405
Fayette ,AL,35542,Bankston,11.4,6.1,scattered clouds,6.95,1637411268,1637448327,-87.6897,33.7008
Fayette ,GA,30205,Brooks,10.7,6.27,clear sky,8.41,1637410447,1637447607,-84.4769,33.2984
Fayette ,IA,50606,Arlington,5.62,2.95,overcast clouds,1.19,1637413508,1637447997,-91.6668,42.7338
Fayette ,IL,62011,Bingham,10.98,7.1,overcast clouds,7.16,1637412361,1637447966,-89.2125,39.1128
Fayette ,IN,46133,Glenwood,5.43,0.03,broken clouds,-0.21,1637411488,1637446948,-85.2735,39.6124
Fayette ,KY,40502,Lexington,10.82,4.57,broken clouds,7.3,1637411069,1637446988,-84.4854,38.0174
Fayette ,OH,43106,Bloomingburg,7.73,1.94,scattered clouds,4.93,1637411043,1637446498,-83.4095,39.6286
Fayette ,PA,15401,Uniontown,7.43,1.38,overcast clouds,3.19,1637410197,1637445576,-79.7282,39.8897
Fayette ,TN,38028,Eads,12.82,8.68,overcast clouds,10.18,1637411930,1637448619,-89.676,35.1551
Fayette ,TX,78932,Carmine,21.64,16.86,overcast clouds,19.39,1637413002,1637450913,-96.6861,30.1404
Fayette ,WV,25002,Alloy,5.34,-0.38,broken clouds,1.92,1637410251,1637446164,-81.0648,38.0413
Fentress ,TN,38504,Allardt,7.96,1.76,clear sky,3.43,1637410915,1637447282,-84.7756,36.3818
Fergus ,MT,59032,Grass Range,3.38,1.34,scattered clouds,-2.87,1637418392,1637451351,-108.8271,47.0259
Ferry ,WA,99118,Curlew,-1.62,-4.92,overcast clouds,-4.85,1637421131,1637453326,-118.6452,48.9108
Fillmore ,MN,55922,Canton,3.77,-1.18,overcast clouds,-1.48,1637413705,1637447918,-91.913,43.5667
Fillmore ,NE,68351,Exeter,9.38,4.84,overcast clouds,5.51,1637414564,1637449714,-97.4424,40.6341
Finney ,KS,67846,Garden City,9.7,7.1,clear sky,6.13,1637414997,1637450923,-100.8621,37.9769
Fisher ,TX,79534,Mc Caulley,22.07,18.95,clear sky,18.71,1637414163,1637451447,-100.2168,32.7787
Flagler ,FL,32110,Bunnell,22.21,18.32,clear sky,20.66,1637409235,1637447305,-81.3244,29.4562
Flathead ,MT,59845,Hot Springs,2.46,0.82,overcast clouds,0.39,1637419904,1637452639,-114.6597,47.5914
Fleming ,KY,41039,Ewing,11.15,5.88,overcast clouds,7.29,1637410979,1637446785,-83.8733,38.4157
Florence ,SC,29114,Olanta,12.19,8.13,overcast clouds,10.25,1637409430,1637446434,-79.9153,33.9285
Florence ,WI,54120,Fence,-1.8,-4.51,overcast clouds,-6.29,1637413250,1637446699,-88.4243,45.7444
Florida Municipio,PR,00650,Florida,25.45,21.49,broken clouds,25.13,1637404546,1637444906,-66.56,18.36
Floyd ,GA,30105,Armuchee,9.23,2.73,clear sky,4.76,1637410760,1637447633,-85.1843,34.4411
Floyd ,IA,50435,Floyd,4.66,-0.22,broken clouds,-1.37,1637413829,1637448183,-92.724,43.143
Floyd ,IN,47119,Floyds Knobs,11.18,3.53,overcast clouds,6.57,1637411456,1637447280,-85.8996,38.351
Floyd ,KY,41216,East Point,10.86,1.39,scattered clouds,7.99,1637410633,1637446624,-82.8182,37.7579
Floyd ,TX,79231,Dougherty,19.62,13.58,few clouds,18.06,1637414518,1637451513,-101.0922,33.9446
Floyd ,VA,24072,Check,1.36,-4.6,overcast clouds,-1.74,1637409912,1637446101,-80.228,37.0446
Fluvanna ,VA,22963,Palmyra,3.71,-0.81,broken clouds,-0.8,1637409576,1637445531,-78.3386,37.8931
Foard ,TX,79227,Crowell,19.25,17.6,broken clouds,17.99,1637414189,1637451172,-99.6983,33.9912
