County,State,Commodity,Value,Lon,Lat,Max_temp,Min_temp
Adair,KY,Peppers,31.0,-85.2656,37.1161,10.13,7.33
Adair,KY,Potatoes,4.0,-85.2656,37.1161,10.13,7.33
Adair,KY,Pumpkins,8.0,-85.2656,37.1161,10.13,7.33
Adair,KY,Radishes,2.0,-85.2656,37.1161,10.13,7.33
Adair,KY,Squash,12.0,-85.2656,37.1161,10.13,7.33
Adair,KY,Sweet corn,18.0,-85.2656,37.1161,10.13,7.33
Adair,KY,Sweet potatoes,4.0,-85.2656,37.1161,10.13,7.33
Adair,KY,Tomatoes,42.0,-85.2656,37.1161,10.13,7.33
Adair,KY,Turnips,2.0,-85.2656,37.1161,10.13,7.33
Adair,KY,Vegetable totals,113242.0,-85.2656,37.1161,10.13,7.33
Adair,KY,"Vegetables, other",2.0,-85.2656,37.1161,10.13,7.33
Adair,MO,Asparagus,2.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Beans,4.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Beets,2.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Broccoli,2.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Cabbage,4.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Cucumbers,4.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Daikon,2.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Eggplant,2.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Garlic,2.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Greens,6.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Herbs,2.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Lettuce,4.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Melons,6.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Okra,2.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Onions,6.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Parsley,2.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Peas,4.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Peppers,8.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Potatoes,4.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Pumpkins,10.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Radishes,2.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Spinach,4.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Squash,10.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Sweet corn,8.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Sweet potatoes,2.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Tomatoes,12.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Turnips,4.0,-92.5856,40.1908,13.99,10.88
Adair,MO,Vegetable totals,79.0,-92.5856,40.1908,13.99,10.88
Adair,OK,Beans,4.0,-94.7611,35.6826,18.11,16.38
Adair,OK,Cucumbers,4.0,-94.7611,35.6826,18.11,16.38
Adair,OK,Melons,2.0,-94.7611,35.6826,18.11,16.38
Adair,OK,Potatoes,10.0,-94.7611,35.6826,18.11,16.38
Adair,OK,Sweet corn,4.0,-94.7611,35.6826,18.11,16.38
Adair,OK,Tomatoes,4.0,-94.7611,35.6826,18.11,16.38
Adair,OK,Vegetable totals,99114.0,-94.7611,35.6826,18.11,16.38
Adams,CO,Beans,4.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Beets,2.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Cabbage,8.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Carrots,4.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Cauliflower,2.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Cucumbers,4.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Eggplant,4.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Greens,16.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Herbs,16.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Lettuce,4.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Melons,2.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Onions,6.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Parsley,2.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Peppers,4.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Potatoes,4.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Pumpkins,68.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Rhubarb,48.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Spinach,18.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Squash,160.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Sweet corn,97.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Tomatoes,45.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Turnips,14.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,Vegetable totals,2115583.0,-104.7069,39.7656,3.11,-1.83
Adams,CO,"Vegetables, other",98.0,-104.7069,39.7656,3.11,-1.83
Adams,IA,Melons,14.0,-94.8231,41.0487,8.35,2.25
Adams,IA,Vegetable totals,33.0,-94.8231,41.0487,8.35,2.25
Adams,ID,Beans,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Beets,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Garlic,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Greens,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Herbs,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Lettuce,30.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Melons,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Onions,12.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Parsley,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Peas,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Peppers,10.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Potatoes,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Pumpkins,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Radishes,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Rhubarb,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Spinach,6.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Squash,12.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Sweet corn,12.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Tomatoes,12.0,-116.4518,44.7628,1.87,-1.18
Adams,ID,Vegetable totals,52.0,-116.4518,44.7628,1.87,-1.18
Adams,IL,Asparagus,2.0,-91.3763,39.9307,16.12,12.79
Adams,IL,Beans,4.0,-91.3763,39.9307,16.12,12.79
Adams,IL,Melons,22.0,-91.3763,39.9307,16.12,12.79
Adams,IL,Peppers,2.0,-91.3763,39.9307,16.12,12.79
Adams,IL,Potatoes,2.0,-91.3763,39.9307,16.12,12.79
Adams,IL,Pumpkins,40.0,-91.3763,39.9307,16.12,12.79
Adams,IL,Squash,8.0,-91.3763,39.9307,16.12,12.79
Adams,IL,Sweet corn,36.0,-91.3763,39.9307,16.12,12.79
Adams,IL,Sweet potatoes,4.0,-91.3763,39.9307,16.12,12.79
Adams,IL,Tomatoes,24.0,-91.3763,39.9307,16.12,12.79
Adams,IL,Turnips,4.0,-91.3763,39.9307,16.12,12.79
Adams,IL,Vegetable totals,230.0,-91.3763,39.9307,16.12,12.79
Adams,IN,Beans,16.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Beets,2.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Broccoli,8.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Cabbage,18.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Cauliflower,10.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Cucumbers,28.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Eggplant,4.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Garlic,8.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Melons,70.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Okra,4.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Onions,20.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Peppers,12.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Potatoes,20.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Pumpkins,148.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Rhubarb,2.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Squash,52.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Sweet corn,26.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Tomatoes,19.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Vegetable totals,340454.0,-84.9343,40.6716,10.33,6.91
Adams,IN,"Vegetables, other",14.0,-84.9343,40.6716,10.33,6.91
Adams,MS,Tomatoes,2.0,-91.3642,31.5492,16.3,14.21
Adams,MS,Vegetable totals,5.0,-91.3642,31.5492,16.3,14.21
Adams,NE,Asparagus,2.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Beans,2.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Beets,2.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Cucumbers,2.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Eggplant,2.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Melons,4.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Onions,4.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Peppers,4.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Potatoes,6.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Pumpkins,2.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Radishes,4.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Sweet corn,6.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Tomatoes,2.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Vegetable totals,29.0,-98.3911,40.5877,2.75,1.84
Adams,OH,Beans,29.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Cabbage,12.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Cucumbers,17.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Greens,4.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Lettuce,12.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Melons,18.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Onions,20.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Potatoes,12.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Pumpkins,86.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Radishes,2.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Squash,46.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Sweet corn,22.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Tomatoes,13.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Turnips,4.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Vegetable totals,123221.0,-83.3302,38.7776,10.56,3.72
Adams,OH,"Vegetables, other",2.0,-83.3302,38.7776,10.56,3.72
Adams,PA,Asparagus,74.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Beans,315.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Beets,64.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Broccoli,70.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Brussels sprouts,32.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Cabbage,80.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Carrots,38.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Cauliflower,64.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Celery,10.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Cucumbers,90.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Eggplant,38.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Garlic,28.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Ginger root,4.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Greens,42.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Herbs,24.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Lettuce,130.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Melons,110.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Okra,10.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Onions,102.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Parsley,4.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Peas,22.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Peppers,122.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Potatoes,202.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Pumpkins,278.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Radishes,26.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Rhubarb,30.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Spinach,12.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Squash,334.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Sweet corn,160.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Sweet potatoes,38.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Tomatoes,119.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Turnips,2.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Vegetable totals,2461295.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,"Vegetables, other",28.0,-76.9931,39.8881,4.28,-1.42
Adams,WA,Asparagus,2.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Beans,4.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Carrots,6.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Onions,1170.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Peas,5.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Potatoes,21832.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Squash,36.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Sweet corn,738704.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Tomatoes,4.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Vegetable totals,77103848.0,-118.1611,46.8591,5.63,4.09
Adams,WA,"Vegetables, other",4.0,-118.1611,46.8591,5.63,4.09
Adams,WI,Asparagus,2.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Beans,16278.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Beets,4.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Cabbage,2.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Carrots,4.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Cucumbers,5.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Greens,2.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Herbs,2.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Melons,4.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Okra,2.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Peas,4922.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Peppers,7.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Potatoes,11718.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Pumpkins,8.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Squash,20.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Sweet corn,9510.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Sweet potatoes,6.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Tomatoes,2.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Vegetable totals,63384760.0,-89.8219,43.8967,7.9,4.69
Addison,VT,Asparagus,36.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Beans,36.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Beets,34.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Broccoli,20.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Brussels sprouts,14.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Cabbage,30.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Carrots,32.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Cauliflower,10.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Celery,6.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Chicory,6.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Cucumbers,28.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Daikon,6.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Eggplant,22.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Escarole & endive,6.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Garlic,82.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Ginger root,6.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Greens,46.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Herbs,12.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Lettuce,144.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Melons,54.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Onions,70.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Peas,24.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Peppers,49.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Potatoes,50.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Pumpkins,96.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Radishes,16.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Rhubarb,6.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Spinach,36.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Squash,124.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Sweet corn,98.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Sweet potatoes,16.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Tomatoes,105.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Turnips,6.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Vegetable totals,2624309.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,"Vegetables, other",60.0,-73.0717,44.146,-2.36,-6.55
Aiken,SC,Asparagus,160.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Beans,26.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Carrots,2.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Cucumbers,70.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Eggplant,20.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Escarole & endive,4.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Garlic,4.0,-81.5956,33.8084,6.8,3.0
