County,State,Commodity,Value,Lon,Lat,Max_temp,Min_temp
Adams,IN,Fruit & tree nut totals,23017.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Grapes,5.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Non-citrus totals,13.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Orchards,14.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Raspberries,8.0,-84.9343,40.6716,10.33,6.91
Adams,IN,Strawberries,6.0,-84.9343,40.6716,10.33,6.91
Adams,MS,Berry totals,2.0,-91.3642,31.5492,16.3,14.21
Adams,MS,Blueberries,4.0,-91.3642,31.5492,16.3,14.21
Adams,MS,Fruit & tree nut totals,5.0,-91.3642,31.5492,16.3,14.21
Adams,MS,Grapes,4.0,-91.3642,31.5492,16.3,14.21
Adams,MS,Non-citrus totals,4.0,-91.3642,31.5492,16.3,14.21
Adams,MS,Orchards,6.0,-91.3642,31.5492,16.3,14.21
Adams,MS,Pecans,4.0,-91.3642,31.5492,16.3,14.21
Adams,MS,Tree nut totals,2.0,-91.3642,31.5492,16.3,14.21
Adams,NE,Aronia berries,6.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Berry totals,6.0,-98.3911,40.5877,2.75,1.84
Adams,NE,Fruit & tree nut totals,2.0,-98.3911,40.5877,2.75,1.84
Adams,OH,Apples,10.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Berry totals,27.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Blackberries,12.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Blueberries,4.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Cherries,2.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Elderberries,4.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Fruit & tree nut totals,20034.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Grapes,37.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Nectarines,2.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Non-citrus totals,68.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Orchards,58.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Peaches,4.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Strawberries,8.0,-83.3302,38.7776,10.56,3.72
Adams,OH,Tree nut totals,11.0,-83.3302,38.7776,10.56,3.72
Adams,OH,"Tree nuts, other",11.0,-83.3302,38.7776,10.56,3.72
Adams,PA,Apples,26637.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Apricots,108.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,"Berries, other",2.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Berry totals,897307.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Blackberries,54.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Blueberries,276.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Cherries,1000.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Chestnuts,4.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Currants,5.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Figs,2.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Fruit & tree nut totals,122505301.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Grapes,140.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Kiwifruit,2.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Nectarines,307.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Non-citrus totals,31172.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Orchards,17175.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Peaches,5824.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Pears,541.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Pecans,8.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Plums,73.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Plums & prunes,72.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Prunes,5.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Raspberries,187.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Strawberries,126.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Tree nut totals,28.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,"Tree nuts, other",26.0,-76.9931,39.8881,4.28,-1.42
Adams,PA,Walnuts,4.0,-76.9931,39.8881,4.28,-1.42
Adams,WA,Apples,7257.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Apricots,12.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Berry totals,2.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Cherries,719.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Fruit & tree nut totals,99704058.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Grapes,152.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Non-citrus totals,3866.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Orchards,8787.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Peaches,8.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Pears,382.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Plums,4.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Plums & prunes,4.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Strawberries,2.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Tree nut totals,2.0,-118.1611,46.8591,5.63,4.09
Adams,WA,Walnuts,2.0,-118.1611,46.8591,5.63,4.09
Adams,WI,Apples,22.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Berry totals,1128.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Blueberries,4.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Cranberries,17.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Fruit & tree nut totals,4343011.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Hazelnuts,2.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Non-citrus totals,22.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Orchards,17.0,-89.8219,43.8967,7.9,4.69
Adams,WI,Tree nut totals,2.0,-89.8219,43.8967,7.9,4.69
Addison,VT,Apples,1777.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Aronia berries,6.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Berry totals,262111.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Blueberries,40.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Cherries,8.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Chestnuts,12.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Currants,22.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Elderberries,12.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Fruit & tree nut totals,7054090.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Grapes,95.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Non-citrus totals,1882.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Orchards,972.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Peaches,12.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Pears,44.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Plums,2.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Plums & prunes,2.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Raspberries,60.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Strawberries,72.0,-73.0717,44.146,-2.36,-6.55
Addison,VT,Tree nut totals,12.0,-73.0717,44.146,-2.36,-6.55
Aiken,SC,Apples,56.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Berry totals,328172.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Blackberries,20.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Blueberries,308.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Boysenberries,4.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Chestnuts,10.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Elderberries,6.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Figs,4.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Fruit & tree nut totals,86.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Grapes,27.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Hazelnuts,2.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Nectarines,2.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Non-citrus totals,74.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Orchards,1588.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Peaches,29.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Pears,75.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Pecans,384.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Plums,4.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Plums & prunes,4.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Raspberries,60.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Strawberries,6.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Tree nut totals,197.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,"Tree nuts, other",4.0,-81.5956,33.8084,6.8,3.0
Aiken,SC,Walnuts,3.0,-81.5956,33.8084,6.8,3.0
Aitkin,MN,Apples,35.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Aronia berries,10.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,"Berries, other",2.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Berry totals,231086.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Blueberries,4.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Cranberries,2.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Elderberries,10.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Fruit & tree nut totals,394027.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Grapes,4.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Non-citrus totals,74.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,"Non-citrus, other",8.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Orchards,45.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Plums,10.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Plums & prunes,10.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Raspberries,6.0,-93.5994,46.9968,-2.25,-7.06
Aitkin,MN,Strawberries,11.0,-93.5994,46.9968,-2.25,-7.06
Alachua,FL,Apples,24.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Avocados,4.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Berry totals,21512652.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Blackberries,77.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Blueberries,7341.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Chestnuts,72.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Citrus totals,475.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Figs,20.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Fruit & tree nut totals,26947407.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Grapefruit,13.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Grapes,185.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Guavas,3.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Kumquats,7.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Lemons,42.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Limes,16.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Non-citrus totals,513.0,-82.325,29.6489,15.42,12.56
Alachua,FL,"Non-citrus, other",24.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Olives,40.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Oranges,442.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Orchards,3205.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Papayas,8.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Passion fruit,4.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Peaches,74.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Pears,68.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Pecans,6734.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Persimmons,175.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Plums,23.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Plums & prunes,23.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Pomegranates,15.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Raspberries,4.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Strawberries,35.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Tangelos,13.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Tangerines,27.0,-82.325,29.6489,15.42,12.56
Alachua,FL,Tree nut totals,3710.0,-82.325,29.6489,15.42,12.56
Alachua,FL,"Tree nuts, other",4.0,-82.325,29.6489,15.42,12.56
Alamance,NC,Apples,39.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Berry totals,139081.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Blackberries,18.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Blueberries,144.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Cherries,8.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Chestnuts,2.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Elderberries,6.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Figs,13.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Fruit & tree nut totals,294070.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Grapes,81.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Hazelnuts,6.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Non-citrus totals,143.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,"Non-citrus, other",2.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Orchards,178.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Peaches,34.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Pears,38.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Pecans,84.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Persimmons,6.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Plums,12.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Plums & prunes,12.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Raspberries,16.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Strawberries,4.0,-79.4856,36.0318,5.73,0.14
Alamance,NC,Tree nut totals,100.0,-79.4856,36.0318,5.73,0.14
Alameda,CA,Almonds,4.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Apples,6.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Apricots,16.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Avocados,4.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Berry totals,297029.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Blackberries,4.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Cherries,40.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Citrus totals,23.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Figs,4.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Fruit & tree nut totals,45925224.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Grapes,6011.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Kumquats,4.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Lemons,4.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Non-citrus totals,6420.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,"Non-citrus, other",4.0,-122.2648,37.7706,19.4,14.42
Alameda,CA,Olives,290.0,-122.2648,37.7706,19.4,14.42
