County,State,Zipcode,Name,Max_temp,Min_temp,Description,Feels_like,Sunrise,Sunset,Lon,Lat
Crawford,GA,31050,Knoxville,8.9,5.69,clear sky,5.65,1637756078,1637793078,-83.9977,32.7243
Crawford,IA,51439,Charter Oak,3.1,0.49,overcast clouds,-5.07,1637760230,1637794497,-95.5992,42.0707
Crawford,IL,62413,Annapolis,13.05,10.2,overcast clouds,10.01,1637757884,1637793099,-87.8029,39.1179
Crawford,IN,47175,Taswell,11.93,9.12,clear sky,9.13,1637757464,1637792912,-86.5387,38.3463
Crawford,KS,66711,Arcadia,18.21,15.53,overcast clouds,16.87,1637759308,1637794965,-94.6548,37.6341
Crawford,MI,49733,Frederic,6.92,1.26,clear sky,3.45,1637758097,1637791388,-84.6824,44.8382
Crawford,MO,65441,Bourbon,16.43,13.73,overcast clouds,14.9,1637758563,1637794062,-91.2225,38.172
Crawford,OH,44820,Bucyrus,7.66,5.9,overcast clouds,2.94,1637756988,1637791674,-82.9698,40.8103
Crawford,PA,16110,Adamsville,7.45,4.25,clear sky,3.48,1637756479,1637790939,-80.3765,41.5067
Crawford,WI,53821,Prairie Du Chien,10.3,5.75,overcast clouds,7.24,1637759320,1637793255,-91.1193,43.0426
Creek,OK,74010,Bristow,19.1,16.93,light rain,17.85,1637759463,1637795636,-96.3758,35.8209
Crenshaw,AL,36009,Brantley,10.27,5.96,few clouds,6.91,1637756479,1637793770,-86.2743,31.571
Crisp,GA,31015,Cordele,9.0,4.95,clear sky,7.01,1637755929,1637793124,-83.7835,31.9566
Crittenden,AR,72301,West Memphis,16.16,14.03,clear sky,13.7,1637757883,1637794241,-90.1779,35.1484
Crittenden,KY,42037,Dycusburg,14.99,12.44,broken clouds,12.4,1637757685,1637793481,-88.1845,37.1595
Crockett,TN,38001,Alamo,15.06,11.9,overcast clouds,11.78,1637757732,1637793911,-89.1765,35.8017
Crockett,TX,79942,El Paso,18.54,15.14,broken clouds,16.38,1637761304,1637798560,-106.3,31.6948
Crook,OR,97751,Paulina,3.21,1.36,broken clouds,-0.27,1637766413,1637799924,-119.7828,44.2102
Crook,WY,82710,Aladdin,-2.87,-5.22,broken clouds,-9.71,1637762767,1637796085,-104.1931,44.7473
Crosby,TX,79322,Crosbyton,18.76,15.32,overcast clouds,14.67,1637760337,1637797092,-101.2287,33.6562
Cross,AR,72324,Cherry Valley,14.91,13.84,overcast clouds,12.71,1637758057,1637794347,-90.7613,35.3991
Crow Wing,MN,56401,Brainerd,-2.08,-6.16,overcast clouds,-10.54,1637760650,1637793356,-94.1,46.3502
Crowley,CO,81033,Crowley,7.66,3.62,overcast clouds,2.44,1637761600,1637797090,-103.8561,38.1931
Culberson,TX,79855,Van Horn,16.06,16.06,broken clouds,14.77,1637760868,1637798287,-104.8245,31.0391
Culebra Municipio,PR,00775,Culebra,26.75,23.54,scattered clouds,26.39,1637749983,1637790197,-65.3,18.33
Cullman,AL,35019,Baileyton,11.03,5.12,scattered clouds,6.7,1637756910,1637793506,-86.6213,34.2683
Culpeper,VA,20106,Amissville,4.72,-0.83,broken clouds,1.86,1637755468,1637790817,-78.0168,38.6842
Cumberland,IL,62428,Greenup,12.96,10.11,overcast clouds,10.48,1637757985,1637793153,-88.1246,39.274
Cumberland,KY,42717,Burkesville,9.92,7.82,overcast clouds,7.98,1637756965,1637792863,-85.397,36.8068
Cumberland,ME,04003,Bailey Island,1.72,-2.7,clear sky,-5.93,1637754368,1637788066,-69.9952,43.7341
Cumberland,NC,28301,Fayetteville,5.16,1.37,clear sky,3.8,1637755160,1637791541,-78.8836,35.0743
Cumberland,NJ,08302,Bridgeton,6.03,-0.14,broken clouds,-0.52,1637754887,1637790027,-75.1617,39.3762
Cumberland,PA,17007,Boiling Springs,4.1,-1.76,broken clouds,-0.86,1637755477,1637790377,-77.1195,40.1449
Cumberland,TN,37723,Crab Orchard,6.4,-0.33,clear sky,-0.34,1637756707,1637792845,-84.8205,35.9537
Cumberland,VA,23027,Cartersville,4.16,0.09,broken clouds,-0.27,1637755343,1637791000,-78.1389,37.6479
Cuming,NE,68004,Bancroft,3.27,1.18,overcast clouds,-3.79,1637760467,1637794748,-96.6171,42.0267
Currituck,NC,27916,Aydlett,6.1,-0.01,clear sky,2.58,1637754614,1637790656,-75.9029,36.3045
Curry,NM,88101,Clovis,12.28,9.89,broken clouds,9.17,1637760916,1637797470,-103.2214,34.4126
Curry,OR,97476,Sixes,9.25,6.9,overcast clouds,7.0,1637767286,1637801287,-124.4409,42.825
Custer,CO,81252,Westcliffe,1.51,-12.06,snow,-7.87,1637761969,1637797479,-105.4332,38.123
Custer,ID,83226,Challis,-0.88,-3.74,clear sky,-2.82,1637765123,1637798531,-114.1946,44.4969
Custer,MT,59301,Miles City,-4.16,-6.46,clear sky,-10.07,1637763480,1637796159,-105.8332,46.4075
Custer,NE,68813,Anselmo,0.86,0.57,overcast clouds,-5.71,1637761179,1637795595,-99.8644,41.6208
Custer,OK,73096,Weatherford,16.76,13.75,clear sky,13.21,1637759982,1637796233,-98.6996,35.535
Custer,SD,57730,Custer,-3.34,-6.53,broken clouds,-4.63,1637762384,1637796099,-103.4258,43.6573
Cuyahoga,OH,44017,Berea,8.02,5.98,broken clouds,7.13,1637756813,1637791318,-81.8618,41.3676
Dade,GA,30738,Rising Fawn,6.75,1.83,scattered clouds,3.51,1637756714,1637793164,-85.5019,34.8139
Dade,MO,65635,Dadeville,17.9,15.86,overcast clouds,16.77,1637759060,1637794753,-93.6956,37.5105
Daggett,UT,84023,Dutch John,0.78,-2.06,scattered clouds,-6.3,1637763354,1637797994,-109.391,40.9291
Dakota,MN,55024,Farmington,2.43,0.04,overcast clouds,-4.92,1637760100,1637793453,-93.1539,44.6628
Dakota,NE,68030,Homer,3.67,1.18,clear sky,-3.8,1637760482,1637794660,-96.4656,42.3322
Dale,AL,36311,Ariton,9.99,6.42,scattered clouds,7.23,1637756345,1637793633,-85.7077,31.583
Dallam,TX,79087,Texline,7.33,6.27,clear sky,4.42,1637761128,1637797144,-102.9845,36.374
Dallas,AL,36701,Selma,10.62,6.06,clear sky,5.13,1637756766,1637793843,-87.0245,32.4197
Dallas,AR,71725,Carthage,19.43,16.49,broken clouds,17.37,1637758309,1637794955,-92.5554,34.0751
Dallas,IA,50003,Adel,7.0,2.64,overcast clouds,1.23,1637759780,1637794197,-94.038,41.6221
Dallas,MO,65590,Long Lane,17.57,13.37,overcast clouds,15.39,1637758886,1637794559,-92.9309,37.5808
Dallas,TX,75001,Addison,22.7,20.03,broken clouds,21.46,1637759192,1637796129,-96.8385,32.96
Dane,WI,53508,Belleville,10.49,6.07,overcast clouds,8.64,1637758909,1637792907,-89.5377,42.8669
Daniels,MT,59222,Flaxville,-15.38,-15.38,clear sky,-15.38,1637763809,1637795509,-105.1637,48.7472
Danville city,VA,24540,Danville,5.59,0.0,clear sky,2.82,1637755502,1637791453,-79.4124,36.6218
Dare,NC,27915,Avon,7.22,0.0,clear sky,5.17,1637754388,1637790694,-75.5104,35.3521
Darke,OH,45303,Ansonia,10.0,6.92,overcast clouds,6.4,1637757295,1637792170,-84.6406,40.2151
Darlington,SC,29069,Lamar,6.13,0.78,few clouds,2.44,1637755332,1637791951,-80.0963,34.1862
Dauphin,PA,17005,Berrysburg,3.16,-2.21,scattered clouds,0.39,1637755476,1637790231,-76.8117,40.601
Davidson,NC,27239,Denton,6.42,1.27,clear sky,3.71,1637755526,1637791757,-80.0959,35.6196
Davidson,TN,37013,Antioch,12.57,8.12,few clouds,8.95,1637757163,1637793271,-86.6592,36.0595
Davie,NC,27006,Advance,6.61,1.06,few clouds,1.09,1637755664,1637791788,-80.4463,36.0065
Daviess,IN,47501,Washington,12.9,10.86,overcast clouds,10.16,1637757662,1637793018,-87.1707,38.6536
Daviess,KY,42301,Owensboro,13.3,10.88,clear sky,10.51,1637757524,1637793148,-87.1554,37.7513
Daviess,MO,64620,Altamont,13.63,12.12,overcast clouds,11.18,1637759514,1637794487,-94.0897,39.896
Davis,IA,52537,Bloomfield,12.41,10.97,overcast clouds,10.78,1637759241,1637793949,-92.3987,40.7324
Davis,UT,84010,Bountiful,3.84,0.3,few clouds,2.46,1637763941,1637798598,-111.8727,40.8775
Davison,SD,57301,Mitchell,-0.5,-1.26,broken clouds,-3.59,1637761097,1637794796,-98.0298,43.7094
Dawes,NE,69337,Chadron,-0.68,-4.78,overcast clouds,-3.91,1637762134,1637796143,-102.9953,42.8193
Dawson,GA,30534,Dawsonville,9.33,2.99,overcast clouds,5.02,1637756342,1637792889,-84.155,34.4537
Dawson,MT,59259,Richey,-10.31,-11.54,broken clouds,-15.28,1637763532,1637795715,-105.017,47.6229
Dawson,NE,68834,Eddyville,2.66,0.86,overcast clouds,-5.31,1637761034,1637795652,-99.681,41.0079
Dawson,TX,79331,Lamesa,19.59,16.96,overcast clouds,15.88,1637760393,1637797386,-101.9569,32.7367
Day,SD,57219,Bristol,-4.02,-6.81,broken clouds,-13.06,1637761335,1637794452,-97.8086,45.288
De Baca,NM,88119,Fort Sumner,13.47,12.53,broken clouds,11.2,1637761165,1637797706,-104.2317,34.46
De Soto Parish,LA,71027,Frierson,21.1,18.54,overcast clouds,20.4,1637758345,1637795465,-93.6915,32.245
De Witt,IL,61727,Clinton,12.89,9.47,overcast clouds,10.29,1637758322,1637793218,-88.9627,40.1487
DeKalb,AL,35961,Collinsville,9.62,4.48,scattered clouds,5.51,1637756728,1637793324,-85.862,34.268
DeKalb,GA,30002,Avondale Estates,10.01,3.63,clear sky,7.56,1637756277,1637793005,-84.2607,33.7717
DeKalb,IL,60111,Clare,11.05,8.51,broken clouds,8.6,1637758593,1637792883,-88.8306,42.0086
DeKalb,IN,46705,Ashley,9.18,7.53,overcast clouds,5.24,1637757606,1637792055,-85.0504,41.5347
DeKalb,MO,64422,Amity,14.26,8.31,overcast clouds,9.39,1637759614,1637794591,-94.5136,39.8837
DeKalb,TN,37012,Alexandria,11.72,8.19,overcast clouds,7.8,1637757015,1637793120,-86.0372,36.0711
DeSoto,FL,34266,Arcadia,19.93,16.05,overcast clouds,16.81,1637754899,1637793234,-81.8667,27.1861
DeSoto,MS,38632,Hernando,16.03,12.87,overcast clouds,13.49,1637757796,1637794246,-90.0095,34.8096
DeWitt,TX,77954,Cuero,23.79,23.01,overcast clouds,24.06,1637758822,1637796712,-97.2812,29.091
Deaf Smith,TX,79025,Dawn,12.64,10.53,clear sky,9.39,1637760738,1637797158,-102.2002,34.9106
Dearborn,IN,47001,Aurora,11.05,8.73,overcast clouds,8.62,1637757191,1637792421,-84.9452,39.0719
Decatur,GA,39815,Attapulgus,11.57,8.73,overcast clouds,9.93,1637755948,1637793442,-84.4846,30.7493
Decatur,IA,50065,Davis City,13.13,7.74,scattered clouds,9.51,1637759564,1637794303,-93.8105,40.6346
Decatur,IN,47240,Greensburg,10.59,8.53,overcast clouds,6.56,1637757357,1637792517,-85.4918,39.2998
Decatur,KS,67749,Oberlin,6.06,2.77,overcast clouds,-2.25,1637761051,1637796044,-100.5314,39.8275
Decatur,TN,38311,Bath Springs,12.91,9.86,overcast clouds,10.7,1637757432,1637793708,-88.1286,35.4521
Deer Lodge,MT,59711,Anaconda,0.18,-3.63,few clouds,-3.58,1637765141,1637797927,-112.9739,46.1299
Defiance,OH,43512,Defiance,9.4,7.23,few clouds,5.45,1637757399,1637791932,-84.3626,41.2799
Del Norte,CA,95531,Crescent City,12.03,8.52,haze,9.6,1637767035,1637801391,-124.1332,41.7817
Delaware,IA,50654,Masonville,10.2,5.88,overcast clouds,4.05,1637759336,1637793466,-91.5913,42.4794
Delaware,IN,47302,Muncie,10.94,7.12,few clouds,8.15,1637757465,1637792355,-85.3807,40.1684
Delaware,NY,13731,Andes,-0.66,-6.24,overcast clouds,-3.03,1637755245,1637789490,-74.7887,42.1569
Delaware,OH,43003,Ashley,8.01,5.3,overcast clouds,3.01,1637756922,1637791734,-82.9542,40.4163
Delaware,OK,74331,Afton,18.24,15.53,broken clouds,16.86,1637759233,1637795178,-94.9432,36.6296
Delaware,PA,19008,Broomall,5.05,-0.49,clear sky,2.42,1637755028,1637789981,-75.3602,39.9747
Delta,CO,81410,Austin,3.89,1.01,few clouds,0.21,1637762680,1637797987,-107.9738,38.7975
Delta,MI,49807,Bark River,6.14,0.59,clear sky,2.34,1637758867,1637791831,-87.2073,45.6956
Delta,TX,75432,Cooper,22.27,19.25,overcast clouds,20.74,1637758964,1637795792,-95.6623,33.3812
Denali Borough,AK,99704,Clear,-21.68,-24.45,overcast clouds,-28.87,1637780241,1637800200,-149.1608,64.2966
Dent,MO,65440,Boss,15.82,12.25,overcast clouds,13.23,1637758481,1637794138,-91.2109,37.6373
Denton,TX,75007,Carrollton,22.92,20.25,broken clouds,21.68,1637759208,1637796134,-96.882,33.0033
Denver,CO,80202,Denver,3.68,-2.13,light snow,1.05,1637762110,1637797127,-104.9946,39.7491
Des Moines,IA,52601,Burlington,13.09,11.05,broken clouds,11.11,1637758945,1637793629,-91.117,40.8087
Deschutes,OR,97701,Bend,7.11,1.96,clear sky,4.38,1637766755,1637800308,-121.2936,44.0928
Desha,AR,71630,Arkansas City,16.23,14.49,overcast clouds,15.52,1637757931,1637794699,-91.2325,33.6143
Deuel,NE,69122,Big Springs,2.49,0.33,overcast clouds,-3.11,1637761624,1637796220,-102.0933,41.0696
Deuel,SD,57213,Astoria,-3.21,-6.48,overcast clouds,-12.03,1637760897,1637794282,-96.5416,44.5735
Dewey,OK,73646,Fay,14.81,13.07,overcast clouds,12.26,1637760012,1637796183,-98.6587,35.8204
Dewey,SD,57625,Eagle Butte,-8.72,-8.72,overcast clouds,-15.72,1637762104,1637795327,-101.2329,45.0016
Dickens,TX,79220,Afton,16.3,16.3,overcast clouds,14.98,1637760250,1637796974,-100.8021,33.7718
Dickenson,VA,24220,Birchleaf,9.42,-0.37,broken clouds,2.05,1637756256,1637792058,-82.2433,37.1394
Dickey,ND,58436,Ellendale,-4.31,-6.24,overcast clouds,-13.13,1637761643,1637794482,-98.5138,46.0073
Dickinson,IA,51331,Arnolds Park,1.53,-2.99,overcast clouds,-7.67,1637760339,1637794161,-95.1282,43.3637
Dickinson,KS,67410,Abilene,9.73,6.86,overcast clouds,4.42,1637760115,1637795383,-97.2063,38.9371
Dickinson,MI,49801,Iron Mountain,5.38,-0.47,overcast clouds,1.86,1637759098,1637792013,-88.0683,45.8219
Dickson,TN,37029,Burns,12.54,8.49,clear sky,8.65,1637757317,1637793428,-87.3061,36.0471
Dillingham Census Area,AK,99555,Aleknagik,-14.99,-19.07,overcast clouds,-20.33,1637779817,1637805166,-158.6199,59.2697
Dillon,SC,29536,Dillon,6.25,0.84,few clouds,1.97,1637755190,1637791748,-79.377,34.4146
Dimmit,TX,78827,Asherton,27.83,23.08,scattered clouds,23.59,1637759337,1637797381,-99.7486,28.4364
Dinwiddie,VA,23833,Church Road,3.9,0.27,overcast clouds,1.91,1637755164,1637790952,-77.6646,37.195
District of Columbia,DC,20001,Washington,5.93,0.16,scattered clouds,0.78,1637755262,1637790543,-77.0177,38.9122
Divide,ND,58730,Crosby,-13.46,-17.16,scattered clouds,-15.32,1637763385,1637795025,-103.274,48.8836
Dixie,FL,32628,Cross City,15.5,12.8,clear sky,13.95,1637755506,1637793269,-83.2032,29.6372
Dixon,NE,68710,Allen,3.23,0.51,overcast clouds,-3.97,1637760595,1637794735,-96.8574,42.4437
Doa Ana,NM,87936,Garfield,16.43,12.49,overcast clouds,12.24,1637761671,1637798658,-107.2704,32.7557
Doddridge,WV,26339,Center Point,4.62,0.74,overcast clouds,-0.41,1637756208,1637791334,-80.6352,39.4125
Dodge,GA,31011,Chauncey,8.88,2.01,clear sky,5.42,1637755775,1637792933,-83.0646,32.1046
Dodge,MN,55924,Claremont,2.9,-0.17,overcast clouds,-5.52,1637759948,1637793525,-92.9888,44.0522
Dodge,NE,68025,Fremont,3.71,2.06,scattered clouds,-3.7,1637760340,1637794816,-96.4945,41.4416
Dodge,WI,53003,Ashippun,9.58,5.94,clear sky,6.92,1637758724,1637792601,-88.5162,43.2119
Dolores,CO,81320,Cahone,1.74,-1.48,clear sky,-6.25,1637762716,1637798344,-108.7917,37.7182
Doniphan,KS,66008,Bendena,13.84,7.5,overcast clouds,8.57,1637759747,1637794776,-95.1765,39.7174
Donley,TX,79226,Clarendon,14.28,14.28,overcast clouds,12.1,1637760430,1637796839,-100.8952,34.9529
Dooly,GA,31007,Byromville,8.59,5.66,clear sky,4.42,1637755995,1637793131,-83.9332,32.189
Door,WI,54202,Baileys Harbor,7.22,3.0,clear sky,4.42,1637758735,1637791943,-87.1676,45.0565
Dorado Municipio,PR,00646,Dorado,27.36,23.64,broken clouds,26.47,1637750230,1637790416,-66.27,18.47
Dorchester,MD,21613,Cambridge,3.89,-0.02,clear sky,1.74,1637754986,1637790372,-76.0874,38.5643
Dorchester,SC,29420,North Charleston,8.06,3.09,clear sky,3.94,1637755170,1637792116,-80.1026,32.9336
Dougherty,GA,31701,Albany,11.01,6.24,clear sky,9.34,1637755972,1637793263,-84.1619,31.5678
Douglas,CO,80104,Castle Rock,1.73,-3.75,snow,-4.68,1637762019,1637797152,-104.8561,39.3722
Douglas,GA,30122,Lithia Springs,10.26,3.9,scattered clouds,6.56,1637756369,1637793099,-84.6469,33.7655
Douglas,IL,61910,Arcola,13.01,9.38,overcast clouds,9.97,1637758092,1637793132,-88.3037,39.687
Douglas,KS,66006,Baldwin City,14.22,10.19,overcast clouds,11.06,1637759618,1637794930,-95.2276,38.7953
Douglas,MN,56308,Alexandria,-4.28,-11.1,broken clouds,-13.96,1637760866,1637793756,-95.382,45.8817
Douglas,MO,65608,Ava,16.98,12.08,overcast clouds,13.36,1637758733,1637794590,-92.6765,36.9407
Douglas,NE,68007,Bennington,3.92,2.27,overcast clouds,-2.44,1637760246,1637794748,-96.1575,41.3623
Douglas,NV,89410,Gardnerville,6.08,-6.29,clear sky,-0.98,1637765486,1637800769,-119.6115,38.8703
Douglas,OR,97479,Sutherlin,9.01,4.95,clear sky,5.14,1637767110,1637800914,-123.2974,43.3904
Douglas,SD,57313,Armour,1.44,-1.43,overcast clouds,-5.43,1637761103,1637794940,-98.3414,43.316
Douglas,WA,98802,East Wenatchee,5.82,2.46,broken clouds,0.69,1637767155,1637799417,-120.2731,47.4186
Douglas,WI,54820,Brule,1.54,-1.27,overcast clouds,-5.01,1637760084,1637792700,-91.5539,46.5763
Drew,AR,71655,Monticello,16.86,15.51,clear sky,14.99,1637758067,1637794832,-91.7948,33.625
DuPage,IL,60101,Addison,11.41,8.73,overcast clouds,9.19,1637758382,1637792698,-88.0054,41.9335
Dubois,IN,47513,Birdseye,12.66,9.29,overcast clouds,10.05,1637757498,1637792960,-86.7102,38.3006
Dubuque,IA,52001,Dubuque,10.81,7.62,clear sky,7.29,1637759124,1637793242,-90.6819,42.515
Duchesne,UT,84001,Altamont,0.9,-0.69,clear sky,-0.58,1637763473,1637798299,-110.2754,40.3514
Dukes,MA,02535,Chilmark,4.58,-1.56,clear sky,2.62,1637754140,1637788652,-70.7416,41.3575
Dundy,NE,69021,Benkelman,5.73,1.25,overcast clouds,-1.95,1637761334,1637796242,-101.5344,40.098
Dunklin,MO,63821,Arbyrd,15.08,13.36,overcast clouds,13.06,1637758019,1637794129,-90.2284,36.0501
Dunn,ND,58625,Dodge,-9.84,-13.2,overcast clouds,-18.25,1637762789,1637795105,-102.1985,47.3049
Dunn,WI,54725,Boyceville,4.89,-0.06,overcast clouds,-3.75,1637759903,1637793107,-92.0248,45.0642
Duplin,NC,28325,Calypso,4.05,-0.05,few clouds,2.26,1637754984,1637791343,-78.1053,35.1538
Durham,NC,27503,Bahama,4.7,0.74,few clouds,0.33,1637755311,1637791393,-78.8903,36.1566
Dutchess,NY,12501,Amenia,2.1,-3.57,overcast clouds,-2.49,1637754897,1637789246,-73.5542,41.8447
Duval,FL,32202,Jacksonville,15.99,11.01,scattered clouds,12.85,1637755217,1637792813,-81.6517,30.3299
Duval,TX,78341,Benavides,24.55,22.47,overcast clouds,24.72,1637758919,1637797159,-98.4142,27.5925
Dyer,TN,38007,Bogota,14.96,13.0,clear sky,12.83,1637757845,1637793923,-89.4384,36.164
Eagle,CO,80426,Burns,-0.39,-3.36,broken clouds,-5.7,1637762584,1637797561,-106.8856,39.8739
Early,GA,39823,Blakely,10.84,7.52,clear sky,6.56,1637756134,1637793473,-84.9353,31.3791
East Baton Rouge Parish,LA,70714,Baker,17.86,15.46,clear sky,16.72,1637757526,1637795060,-91.1429,30.5814
East Carroll Parish,LA,71254,Lake Providence,16.0,14.97,overcast clouds,15.04,1637757816,1637794793,-91.1906,32.8071
East Feliciana Parish,LA,70722,Clinton,17.39,14.58,broken clouds,16.53,1637757506,1637794980,-90.9331,30.8249
Eastland,TX,76435,Carbon,20.81,19.44,clear sky,19.84,1637759584,1637796696,-98.8348,32.2701
Eaton,MI,48813,Charlotte,9.29,6.72,overcast clouds,4.5,1637757729,1637791830,-84.8352,42.5702
Eau Claire,WI,54701,Eau Claire,5.02,0.71,overcast clouds,2.79,1637759722,1637793030,-91.4877,44.784
Echols,GA,31648,Statenville,12.93,8.43,clear sky,10.42,1637755591,1637793096,-83.019,30.7065
Ector,TX,79741,Goldsmith,20.07,16.82,overcast clouds,17.12,1637760454,1637797645,-102.625,31.9541
Eddy,ND,58356,New Rockford,-9.84,-14.15,overcast clouds,-19.1,1637762082,1637794228,-98.8987,47.7174
Eddy,NM,88210,Artesia,19.51,16.0,clear sky,15.48,1637760994,1637797961,-104.4074,32.8384
Edgar,IL,61917,Brocton,12.6,9.4,overcast clouds,9.68,1637758002,1637793040,-87.9263,39.6923
Edgecombe,NC,27801,Rocky Mount,4.38,-0.12,clear sky,0.7,1637755010,1637791152,-77.7608,35.9427
Edgefield,SC,29824,Edgefield,7.0,2.78,few clouds,3.45,1637755731,1637792450,-81.966,33.8056
Edmonson,KY,42163,Rocky Hill,11.27,6.62,clear sky,9.41,1637757186,1637793001,-86.1432,37.0943
Edmunds,SD,57428,Bowdle,-6.16,-7.44,overcast clouds,-13.87,1637761810,1637794863,-99.654,45.453
Edwards,IL,62476,West Salem,13.11,10.6,overcast clouds,10.88,1637757842,1637793238,-88.0048,38.5209
Edwards,KS,67519,Belpre,9.72,7.22,overcast clouds,5.69,1637760418,1637795986,-99.0936,37.9347
Edwards,TX,78880,Rocksprings,17.03,15.65,clear sky,16.93,1637759641,1637797309,-100.231,30.0188
Effingham,GA,31302,Bloomingdale,9.57,3.9,few clouds,6.04,1637755355,1637792510,-81.3085,32.1177
Effingham,IL,62401,Effingham,13.94,10.43,clear sky,10.94,1637758067,1637793281,-88.5611,39.1217
El Dorado,CA,95614,Cool,17.2,9.28,clear sky,11.53,1637765818,1637801094,-120.9802,38.8923
El Paso,CO,80106,Elbert,0.52,-5.85,light snow,-6.52,1637761909,1637797126,-104.5746,39.0969
El Paso,TX,79821,Anthony,18.21,13.81,overcast clouds,15.05,1637761412,1637798594,-106.5976,31.9907
Elbert,CO,80101,Agate,1.89,-2.19,overcast clouds,-5.15,1637761817,1637796935,-103.9846,39.4203
Elbert,GA,30624,Bowman,9.39,2.67,clear sky,4.67,1637756037,1637792654,-83.0284,34.1919
Elk,KS,67345,Elk Falls,16.59,14.14,overcast clouds,14.46,1637759640,1637795372,-96.1959,37.3745
Elk,PA,15821,Benezett,4.09,-2.22,clear sky,1.32,1637755964,1637790484,-78.3576,41.3253
Elkhart,IN,46507,Bristol,10.88,7.34,clear sky,7.63,1637757823,1637792211,-85.8262,41.7169
Elko,NV,89801,Elko,2.59,0.04,clear sky,1.2,1637764825,1637799472,-115.5344,40.9056
Elliott,KY,41149,Isonville,11.24,0.34,scattered clouds,2.91,1637756582,1637792120,-83.0506,38.0462
Ellis,KS,67601,Hays,7.95,6.12,broken clouds,3.0,1637760617,1637795903,-99.3348,38.8782
Ellis,OK,73832,Arnett,12.12,10.71,overcast clouds,9.27,1637760282,1637796389,-99.6514,36.0522
Ellis,TX,75101,Bardwell,23.14,20.55,overcast clouds,22.1,1637759072,1637796184,-96.703,32.2731
Ellsworth,KS,67439,Ellsworth,8.87,6.98,overcast clouds,4.38,1637760324,1637795654,-98.2057,38.7312
Elmore,AL,36020,Coosada,10.51,5.59,clear sky,8.72,1637756611,1637793666,-86.3322,32.5056
Elmore,ID,83601,Atlanta,-3.82,-12.73,clear sky,-8.03,1637765260,1637798903,-115.2538,43.8479
Emanuel,GA,30401,Swainsboro,8.01,2.04,clear sky,5.5,1637755662,1637792701,-82.3462,32.5699
Emery,UT,84513,Castle Dale,3.36,1.28,clear sky,-0.09,1637763474,1637798655,-111.0196,39.2122
Emmet,IA,50514,Armstrong,1.93,-2.43,overcast clouds,-5.71,1637760192,1637794000,-94.4853,43.4024
Emmet,MI,49701,Mackinaw City,8.18,2.81,overcast clouds,3.04,1637758287,1637791221,-84.7298,45.7777
Emmons,ND,58524,Braddock,-8.24,-10.95,broken clouds,-14.8,1637762135,1637794755,-100.1075,46.5603
Erath,TX,76401,Stephenville,21.21,19.7,clear sky,19.98,1637759430,1637796555,-98.2224,32.2214
Erie,NY,14001,Akron,7.82,2.15,broken clouds,3.66,1637756288,1637790233,-78.5084,43.0249
Erie,OH,43438,Kelleys Island,8.36,6.59,clear sky,6.31,1637757054,1637791482,-82.7068,41.6008
Erie,PA,16401,Albion,7.38,4.17,overcast clouds,2.7,1637756528,1637790858,-80.3111,41.8947
Escambia,AL,36426,Brewton,11.24,7.06,clear sky,8.13,1637756622,1637794022,-87.0961,31.1294
Escambia,FL,32501,Pensacola,15.46,7.99,clear sky,11.47,1637756566,1637794139,-87.2248,30.4223
Esmeralda,NV,89010,Dyer,10.52,4.93,clear sky,7.92,1637764956,1637800565,-118.084,37.7776
Essex,MA,01810,Andover,3.7,-1.91,clear sky,-2.96,1637754457,1637788534,-71.1565,42.6496
Essex,NJ,07003,Bloomfield,7.03,-0.5,clear sky,3.7,1637754878,1637789569,-74.1891,40.8035
Essex,NY,12851,Minerva,-0.72,-5.97,few clouds,-3.18,1637755334,1637789014,-73.9835,43.7811
Essex,VA,23115,Millers Tavern,4.05,-0.03,clear sky,0.88,1637755077,1637790678,-76.9138,37.8364
Essex,VT,05824,Concord,-1.62,-6.09,clear sky,-6.64,1637754947,1637788386,-71.8676,44.4461
Estill,KY,40336,Irvine,11.91,9.12,overcast clouds,9.0,1637756753,1637792397,-83.9862,37.6858
Etowah,AL,35901,Gadsden,9.98,4.84,clear sky,6.23,1637756713,1637793368,-85.9246,34.048
Eureka,NV,89316,Eureka,1.96,-0.06,clear sky,-1.22,1637764727,1637799790,-115.9943,39.5897
Evangeline Parish,LA,70515,Basile,20.99,18.27,overcast clouds,18.99,1637757860,1637795414,-92.5736,30.4978
Evans,GA,30417,Claxton,9.34,3.67,clear sky,6.34,1637755505,1637792648,-81.908,32.165
Fairbanks North Star Borough,AK,99701,Fairbanks,-21.12,-28.81,scattered clouds,-29.65,1637780286,1637799462,-147.7164,64.8378
Fairfax,VA,20120,Centreville,5.59,-0.49,broken clouds,1.53,1637755360,1637790661,-77.467,38.8448
Fairfield,CT,06468,Monroe,4.49,-2.94,clear sky,-1.16,1637754732,1637789252,-73.2243,41.3312
Fairfield,OH,43046,Millersport,8.0,5.55,clear sky,5.01,1637756738,1637791713,-82.5283,39.8993
Fairfield,SC,29015,Blair,6.56,1.85,few clouds,2.91,1637755674,1637792210,-81.3459,34.4967
Fajardo Municipio,PR,00738,Fajardo,26.19,23.77,clear sky,25.88,1637750067,1637790281,-65.65,18.33
Fall River,SD,57782,Smithwick,1.59,-4.03,few clouds,-4.72,1637762271,1637796113,-103.2183,43.3014
