County,State,Commodity,Value
Adams,WI,HAYLAGE,72516.0
Adams,WI,OATS,6103.0
Adams,WI,RYE,13235.0
Adams,WI,SOYBEANS,4521603.0
Adams,WI,WHEAT,67180.0
Addison,VT,BARLEY,3.0
Addison,VT,CORN,4920671.0
Addison,VT,"FIELD CROPS, OTHER",11242341.0
Addison,VT,GRAIN,5806061.0
Addison,VT,HAY,167111.0
Addison,VT,HAY & HAYLAGE,281659.0
Addison,VT,HAYLAGE,728903.0
Addison,VT,HOPS,1.0
Addison,VT,MAPLE SYRUP,3909455.0
Addison,VT,POPCORN,2.0
Addison,VT,RYE,13266.0
Addison,VT,SOYBEANS,1361958.0
Addison,VT,WHEAT,10116.0
Aiken,SC,CORN,5805557.0
Aiken,SC,COTTON,2232652.0
Aiken,SC,"FIELD CROPS, OTHER",3589285.0
Aiken,SC,GRAIN,6005128.0
Aiken,SC,HAY,118542.0
Aiken,SC,HAY & HAYLAGE,61541.0
Aiken,SC,HAYLAGE,5372.0
Aiken,SC,OATS,25986.0
Aiken,SC,PEANUTS,4980524.0
Aiken,SC,RYE,9512.0
Aiken,SC,SORGHUM,6.0
Aiken,SC,SOYBEANS,887845.0
Aiken,SC,SUNFLOWER,6.0
Aiken,SC,WHEAT,44984.0
Aitkin,MN,CANOLA,1.0
Aitkin,MN,CORN,140532.0
Aitkin,MN,"FIELD CROPS, OTHER",2458289.0
Aitkin,MN,GRAIN,4930080.0
Aitkin,MN,HAY,173419.0
Aitkin,MN,HAY & HAYLAGE,92208.0
Aitkin,MN,HAYLAGE,16876.0
Aitkin,MN,MAPLE SYRUP,50236.0
Aitkin,MN,OATS,25602.0
Aitkin,MN,RYE,1.0
Aitkin,MN,SOYBEANS,1670133.0
Aitkin,MN,WHEAT,8.0
Aitkin,MN,WILD RICE,22502.0
Alachua,FL,CORN,269113.0
Alachua,FL,"FIELD CROPS, OTHER",4755274.0
Alachua,FL,GRAIN,1402035.0
Alachua,FL,GRASSES,141202.0
Alachua,FL,GRASSES & LEGUMES TOTALS,1652.0
Alachua,FL,"GRASSES & LEGUMES, OTHER",480453.0
Alachua,FL,HAY,156029.0
Alachua,FL,HAY & HAYLAGE,90349.0
Alachua,FL,HAYLAGE,39116.0
Alachua,FL,MILLET,1.0
Alachua,FL,OATS,2.0
Alachua,FL,PEANUTS,2391963.0
Alachua,FL,PEAS,2.0
Alachua,FL,SORGHUM,3.0
Alachua,FL,SUGARCANE,110.0
Alachua,FL,SUNFLOWER,6.0
Alachua,FL,TOBACCO,5864301.0
Alamance,NC,BARLEY,6.0
Alamance,NC,CORN,2241669.0
Alamance,NC,"FIELD CROPS, OTHER",1770226.0
Alamance,NC,GRAIN,3369070.0
Alamance,NC,GRASSES & LEGUMES TOTALS,1.0
Alamance,NC,HAY,87521.0
Alamance,NC,HAY & HAYLAGE,47769.0
Alamance,NC,HAYLAGE,13806.0
Alamance,NC,HOPS,4.0
Alamance,NC,LEGUMES,1.0
Alamance,NC,OATS,2.0
Alamance,NC,RYE,1.0
Alamance,NC,SORGHUM,12485.0
Alamance,NC,SOYBEANS,1224011.0
Alamance,NC,TOBACCO,10497730.0
Alamance,NC,WHEAT,368094.0
Alameda,CA,"FIELD CROPS, OTHER",6.0
Alameda,CA,GRASSES & LEGUMES TOTALS,2.0
Alameda,CA,HAY,13225.0
Alameda,CA,HAY & HAYLAGE,13220.0
Alameda,CA,LEGUMES,2.0
Alamosa,CO,BARLEY,7390648.0
Alamosa,CO,CANOLA,2.0
Alamosa,CO,CORN,6.0
Alamosa,CO,"FIELD CROPS, OTHER",11850008.0
Alamosa,CO,GRAIN,290053.0
Alamosa,CO,HAY,261671.0
Alamosa,CO,HAY & HAYLAGE,118586.0
Alamosa,CO,HAYLAGE,1670.0
Alamosa,CO,OATS,46781.0
Alamosa,CO,PEAS,2.0
Alamosa,CO,RYE,4.0
Alamosa,CO,SORGHUM,3.0
Alamosa,CO,TRITICALE,4.0
Alamosa,CO,WHEAT,938580.0
Albany,NY,BARLEY,3.0
Albany,NY,CORN,1293656.0
Albany,NY,"FIELD CROPS, OTHER",5006221.0
Albany,NY,GRAIN,1141051.0
Albany,NY,HAY,121483.0
Albany,NY,HAY & HAYLAGE,68144.0
Albany,NY,HAYLAGE,23469.0
Albany,NY,HOPS,474.0
Albany,NY,MAPLE SYRUP,30713.0
Albany,NY,OATS,10243.0
Albany,NY,PEAS,1.0
Albany,NY,SOYBEANS,6.0
Albany,WY,BEANS,6.0
Albany,WY,CORN,18.0
Albany,WY,"FIELD CROPS, OTHER",4700081.0
Albany,WY,GRAIN,1707018.0
Albany,WY,HAY,528890.0
Albany,WY,HAY & HAYLAGE,271498.0
Albany,WY,HAYLAGE,11669.0
Albany,WY,SUNFLOWER,6.0
Albany,WY,TRITICALE,2.0
Albany,WY,WHEAT,471192.0
Albemarle,VA,CORN,167702.0
Albemarle,VA,"FIELD CROPS, OTHER",3712302.0
Albemarle,VA,GRAIN,2221023.0
Albemarle,VA,HAY,157299.0
Albemarle,VA,HAY & HAYLAGE,90864.0
Albemarle,VA,HAYLAGE,21016.0
Albemarle,VA,HOPS,1218.0
Albemarle,VA,SORGHUM,3.0
Albemarle,VA,SOYBEANS,1404543.0
Albemarle,VA,WHEAT,8.0
Alcona,MI,BARLEY,3.0
Alcona,MI,BEANS,26418.0
Alcona,MI,CORN,1662502.0
Alcona,MI,"FIELD CROPS, OTHER",1329113.0
Alcona,MI,GRAIN,4242060.0
Alcona,MI,HAY,60636.0
Alcona,MI,HAY & HAYLAGE,37205.0
Alcona,MI,HAYLAGE,25737.0
Alcona,MI,HOPS,4.0
Alcona,MI,MAPLE SYRUP,29059.0
Alcona,MI,OATS,22155.0
Alcona,MI,SORGHUM,1204.0
Alcona,MI,SOYBEANS,1362999.0
Alcona,MI,TRITICALE,2.0
Alcona,MI,WHEAT,63050.0
Alcorn,MS,CORN,772063.0
Alcorn,MS,COTTON,2235684.0
Alcorn,MS,"FIELD CROPS, OTHER",823129.0
Alcorn,MS,GRAIN,10032035.0
Alcorn,MS,HAY,42522.0
Alcorn,MS,HAY & HAYLAGE,21520.0
Alcorn,MS,HAYLAGE,4.0
Alcorn,MS,SOYBEANS,7727628.0
Alcorn,MS,WHEAT,8.0
Alexander,IL,CORN,3669437.0
Alexander,IL,"FIELD CROPS, OTHER",21.0
Alexander,IL,GRAIN,16200062.0
Alexander,IL,HAY,9260.0
Alexander,IL,HAY & HAYLAGE,4782.0
Alexander,IL,HAYLAGE,290.0
Alexander,IL,RICE,4.0
Alexander,IL,SORGHUM,3.0
Alexander,IL,SOYBEANS,14206331.0
Alexander,IL,WHEAT,170898.0
Alexander,NC,BARLEY,6.0
Alexander,NC,CORN,1029996.0
Alexander,NC,"FIELD CROPS, OTHER",1045173.0
Alexander,NC,GRAIN,2175048.0
Alexander,NC,HAY,61868.0
Alexander,NC,HAY & HAYLAGE,34664.0
Alexander,NC,HAYLAGE,10915.0
Alexander,NC,RYE,1.0
Alexander,NC,SORGHUM,28712.0
Alexander,NC,SOYBEANS,965388.0
Alexander,NC,TOBACCO,2994421.0
Alexander,NC,WHEAT,569658.0
Alfalfa,OK,CANOLA,5789868.0
Alfalfa,OK,CORN,1264545.0
Alfalfa,OK,COTTON,1316.0
Alfalfa,OK,"FIELD CROPS, OTHER",2836133.0
Alfalfa,OK,GRAIN,40111357.0
Alfalfa,OK,GRASSES & LEGUMES TOTALS,1.0
Alfalfa,OK,HAY,198843.0
Alfalfa,OK,HAY & HAYLAGE,102922.0
Alfalfa,OK,HAYLAGE,5356.0
Alfalfa,OK,LEGUMES,1.0
Alfalfa,OK,OATS,1362.0
Alfalfa,OK,PEANUTS,4.0
Alfalfa,OK,PEAS,345.0
Alfalfa,OK,RYE,19225.0
Alfalfa,OK,SESAME,1954165.0
Alfalfa,OK,SORGHUM,1189080.0
Alfalfa,OK,SOYBEANS,6207702.0
Alfalfa,OK,TRITICALE,1.0
Alfalfa,OK,WHEAT,46395436.0
Alger,MI,BARLEY,6.0
Alger,MI,CORN,62093.0
Alger,MI,"FIELD CROPS, OTHER",557059.0
Alger,MI,GRAIN,183029.0
Alger,MI,HAY,26732.0
Alger,MI,HAY & HAYLAGE,21536.0
Alger,MI,HAYLAGE,28879.0
Alger,MI,HERBS,2.0
Alger,MI,MAPLE SYRUP,124102.0
Alger,MI,OATS,19018.0
Alger,MI,PEAS,1.0
Alger,MI,RYE,2.0
Alger,MI,SUGARBEETS,2.0
Alger,MI,SUNFLOWER,3.0
Alger,MI,WHEAT,4.0
Allamakee,IA,BARLEY,3.0
Allamakee,IA,CORN,59474755.0
Allamakee,IA,"FIELD CROPS, OTHER",4284257.0
Allamakee,IA,GRAIN,61035495.0
Allamakee,IA,HAY,267821.0
Allamakee,IA,HAY & HAYLAGE,165319.0
Allamakee,IA,HAYLAGE,119659.0
Allamakee,IA,MAPLE SYRUP,2.0
Allamakee,IA,OATS,182133.0
Allamakee,IA,RYE,6955.0
Allamakee,IA,SOYBEANS,17467136.0
Allegan,MI,BARLEY,3.0
Allegan,MI,BEANS,9485.0
Allegan,MI,CORN,54482062.0
Allegan,MI,EMMER & SPELT,1650.0
Allegan,MI,"FIELD CROPS, OTHER",3294351.0
Allegan,MI,GRAIN,70015381.0
Allegan,MI,HAY,113789.0
Allegan,MI,HAY & HAYLAGE,103560.0
Allegan,MI,HAYLAGE,172994.0
Allegan,MI,HOPS,6087.0
Allegan,MI,MAPLE SYRUP,37068.0
Allegan,MI,OATS,23826.0
Allegan,MI,RYE,52080.0
Allegan,MI,SORGHUM,4.0
Allegan,MI,SOYBEANS,27448479.0
Allegan,MI,WHEAT,2350448.0
Allegany,MD,BARLEY,22968.0
Allegany,MD,CORN,540189.0
Allegany,MD,"FIELD CROPS, OTHER",1839133.0
Allegany,MD,GRAIN,698022.0
Allegany,MD,HAY,51214.0
Allegany,MD,HAY & HAYLAGE,30752.0
Allegany,MD,HAYLAGE,9007.0
Allegany,MD,OATS,4.0
Allegany,MD,RYE,2238.0
Allegany,MD,SOYBEANS,3.0
Allegany,MD,WHEAT,87336.0
Allegany,NY,BARLEY,6.0
Allegany,NY,BUCKWHEAT,782.0
Allegany,NY,CORN,7605542.0
Allegany,NY,EMMER & SPELT,1826.0
Allegany,NY,"FIELD CROPS, OTHER",9473364.0
Allegany,NY,GRAIN,7552185.0
Allegany,NY,GRASSES & LEGUMES TOTALS,1.0
Allegany,NY,HAY,188654.0
Allegany,NY,HAY & HAYLAGE,148299.0
Allegany,NY,HAYLAGE,196658.0
Allegany,NY,LEGUMES,1.0
Allegany,NY,MAPLE SYRUP,941498.0
Allegany,NY,OATS,92235.0
Allegany,NY,RYE,4.0
Allegany,NY,SORGHUM,3.0
Allegany,NY,SOYBEANS,367639.0
Allegany,NY,TRITICALE,23432.0
Allegany,NY,WHEAT,711992.0
Alleghany,NC,CORN,765668.0
Alleghany,NC,"FIELD CROPS, OTHER",912144.0
Alleghany,NC,GRAIN,769022.0
Alleghany,NC,HAY,39259.0
Alleghany,NC,HAY & HAYLAGE,31504.0
Alleghany,NC,HAYLAGE,5776.0
Alleghany,NC,HOPS,2.0
Alleghany,NC,RYE,10228.0
Alleghany,NC,TOBACCO,1196848.0
Alleghany,VA,CORN,111593.0
Alleghany,VA,"FIELD CROPS, OTHER",658086.0
Alleghany,VA,GRAIN,92013.0
Alleghany,VA,HAY,26643.0
Alleghany,VA,HAY & HAYLAGE,15408.0
Alleghany,VA,HAYLAGE,3194.0
Allegheny,PA,BUCKWHEAT,1.0
Allegheny,PA,CORN,1478403.0
Allegheny,PA,"FIELD CROPS, OTHER",1567120.0
Allegheny,PA,GRAIN,1797060.0
Allegheny,PA,HAY,33257.0
Allegheny,PA,HAY & HAYLAGE,20343.0
Allegheny,PA,HAYLAGE,13560.0
Allegheny,PA,MAPLE SYRUP,1232.0
Allegheny,PA,OATS,8890.0
Allegheny,PA,RYE,2.0
Allegheny,PA,SOYBEANS,528550.0
Allegheny,PA,SUNFLOWER,3.0
Allegheny,PA,WHEAT,24.0
Allen,IN,CORN,64175716.0
Allen,IN,"FIELD CROPS, OTHER",2345293.0
Allen,IN,GRAIN,118939927.0
Allen,IN,HAY,64857.0
Allen,IN,HAY & HAYLAGE,37267.0
Allen,IN,HAYLAGE,15736.0
Allen,IN,MAPLE SYRUP,10917.0
Allen,IN,OATS,22898.0
Allen,IN,POPCORN,174066.0
Allen,IN,SOYBEANS,71571914.0
Allen,IN,TOBACCO,3.0
Allen,IN,WHEAT,5887944.0
Allen,KS,CORN,10798813.0
Allen,KS,"FIELD CROPS, OTHER",1476160.0
Allen,KS,GRAIN,29690164.0
Allen,KS,GRASSES & LEGUMES TOTALS,2.0
Allen,KS,HAY,166246.0
Allen,KS,HAY & HAYLAGE,85105.0
Allen,KS,HAYLAGE,2754.0
Allen,KS,LEGUMES,2.0
Allen,KS,OATS,13409.0
Allen,KS,SORGHUM,6.0
Allen,KS,SOYBEANS,22859790.0
Allen,KS,WHEAT,1418188.0
Allen,KY,BARLEY,286514.0
Allen,KY,BEANS,1.0
Allen,KY,CORN,3030781.0
Allen,KY,"FIELD CROPS, OTHER",2938395.0
Allen,KY,GRAIN,5431127.0
Allen,KY,HAY,217004.0
Allen,KY,HAY & HAYLAGE,114293.0
Allen,KY,HAYLAGE,17066.0
Allen,KY,MAPLE SYRUP,9799.0
Allen,KY,OATS,2945.0
Allen,KY,POPCORN,1.0
Allen,KY,SORGHUM,3678.0
Allen,KY,SOYBEANS,2818740.0
Allen,KY,TOBACCO,15030751.0
Allen,KY,WHEAT,479088.0
Allen,LA,CORN,14.0
Allen,LA,"FIELD CROPS, OTHER",50.0
Allen,LA,GRAIN,13366045.0
Allen,LA,HAY,23616.0
Allen,LA,HAY & HAYLAGE,12185.0
Allen,LA,HAYLAGE,804.0
Allen,LA,OATS,4.0
Allen,LA,RICE,13847205.0
Allen,LA,SOYBEANS,10.0
Allen,LA,WHEAT,8.0
Allen,OH,CORN,49385425.0
Allen,OH,"FIELD CROPS, OTHER",115.0
Allen,OH,GRAIN,83771606.0
Allen,OH,HAY,26271.0
Allen,OH,HAY & HAYLAGE,14447.0
Allen,OH,HAYLAGE,5852.0
Allen,OH,MAPLE SYRUP,456.0
Allen,OH,POPCORN,6743035.0
Allen,OH,RYE,2.0
Allen,OH,SOYBEANS,42853267.0
Allen,OH,WHEAT,3559666.0
Allendale,SC,CORN,5308268.0
Allendale,SC,COTTON,859682.0
Allendale,SC,"FIELD CROPS, OTHER",2192026.0
Allendale,SC,GRAIN,7094042.0
Allendale,SC,HAY,27538.0
Allendale,SC,HAY & HAYLAGE,13786.0
Allendale,SC,PEANUTS,9788046.0
Allendale,SC,RYE,2.0
Allendale,SC,SOYBEANS,2939555.0
Allendale,SC,SUNFLOWER,26134.0
Allendale,SC,WHEAT,173328.0
Alpena,MI,BARLEY,26273.0
Alpena,MI,BEANS,24677.0
Alpena,MI,CORN,2703397.0
Alpena,MI,"FIELD CROPS, OTHER",1006188.0
Alpena,MI,GRAIN,6663105.0
Alpena,MI,HAY,82538.0
Alpena,MI,HAY & HAYLAGE,55579.0
Alpena,MI,HAYLAGE,51550.0
Alpena,MI,MAPLE SYRUP,31196.0
Alpena,MI,OATS,64202.0
Alpena,MI,PEAS,1.0
Alpena,MI,RYE,5735.0
Alpena,MI,SORGHUM,2.0
Alpena,MI,SOYBEANS,2713934.0
Alpena,MI,SUNFLOWER,327.0
Alpena,MI,WHEAT,889764.0
Amador,CA,"FIELD CROPS, OTHER",10.0
Amador,CA,GRAIN,2.0
Amador,CA,HAY,25612.0
Amador,CA,HAY & HAYLAGE,14465.0
Amador,CA,HAYLAGE,4996.0
Amador,CA,WHEAT,10.0
Amelia,VA,BARLEY,89301.0
Amelia,VA,CORN,2829194.0
Amelia,VA,"FIELD CROPS, OTHER",721093.0
Amelia,VA,GRAIN,6444052.0
Amelia,VA,HAY,37827.0
Amelia,VA,HAY & HAYLAGE,33922.0
Amelia,VA,HAYLAGE,8988.0
Amelia,VA,OATS,4.0
Amelia,VA,RYE,1.0
Amelia,VA,SORGHUM,175.0
Amelia,VA,SOYBEANS,4134813.0
Amelia,VA,TOBACCO,2459996.0
Amelia,VA,WHEAT,650576.0
Amherst,VA,CORN,8.0
Amherst,VA,"FIELD CROPS, OTHER",1084137.0
Amherst,VA,GRAIN,3.0
Amherst,VA,HAY,68046.0
Amherst,VA,HAY & HAYLAGE,37132.0
Amherst,VA,HAYLAGE,5631.0
Amherst,VA,HOPS,330.0
Amherst,VA,RYE,1.0
Amherst,VA,WHEAT,4.0
Amite,MS,CORN,3.0
Amite,MS,"FIELD CROPS, OTHER",1254100.0
Amite,MS,GRAIN,253008.0
Amite,MS,HAY,66876.0
Amite,MS,HAY & HAYLAGE,34526.0
Amite,MS,HAYLAGE,1485.0
Amite,MS,SOYBEANS,27806.0
Anchorage,AK,BARLEY,1704.0
Anchorage,AK,"FIELD CROPS, OTHER",2043065.0
Anchorage,AK,GRAIN,7011.0
Anchorage,AK,GRASSES,6.0
Anchorage,AK,GRASSES & LEGUMES TOTALS,11.0
Anchorage,AK,"GRASSES & LEGUMES, OTHER",2.0
Anchorage,AK,HAY,17124.0
Anchorage,AK,HAY & HAYLAGE,20599.0
Anchorage,AK,HAYLAGE,12334.0
Anchorage,AK,OATS,3059.0
Anchorage,AK,RYE,2.0
Anchorage,AK,WHEAT,12.0
Anderson,KS,CORN,33940794.0
Anderson,KS,"FIELD CROPS, OTHER",1584211.0
Anderson,KS,GRAIN,79078295.0
Anderson,KS,HAY,162481.0
Anderson,KS,HAY & HAYLAGE,91960.0
Anderson,KS,HAYLAGE,34672.0
Anderson,KS,OATS,18160.0
Anderson,KS,RYE,2.0
Anderson,KS,SORGHUM,1088675.0
Anderson,KS,SOYBEANS,56036251.0
Anderson,KS,SUNFLOWER,1362857.0
Anderson,KS,WHEAT,1967966.0
Anderson,KY,CORN,427498.0
