"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","GRAIN","GRAIN - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,978,000","18.2"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","GRAIN","GRAIN, OTHER - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","2","50.1"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","GRAIN","GRAIN, OTHER - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY","HAY - ACRES HARVESTED","TOTAL","NOT SPECIFIED","16,900","18.9"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY","HAY - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","401","25.5"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY","HAY - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","29,664","17.8"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY","HAY, (EXCL ALFALFA) - ACRES HARVESTED","TOTAL","NOT SPECIFIED","15,894","19.1"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY","HAY, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","372","25.7"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY","HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","25,184","18.4"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY","HAY, ALFALFA - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,006","44.1"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY","HAY, ALFALFA - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","55","54.5"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY","HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","4,480","32.5"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","20,479","18.3"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (1.0 TO 24.9 ACRES)","329","36.9"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","40","38.6"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (25.0 TO 99.9 ACRES)","153","24.3"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (250 TO 499 ACRES)","7","57.8"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (500 TO 999 ACRES)","1","10.1"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","530","23.2"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS","TOTAL","NOT SPECIFIED","34,070","17.9"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAYLAGE","HAYLAGE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,978","40.2"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAYLAGE","HAYLAGE - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","154","45.3"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAYLAGE","HAYLAGE - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","8,941","37.3"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAYLAGE","HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAYLAGE","HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","154","46.8"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAYLAGE","HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAYLAGE","HAYLAGE, ALFALFA - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAYLAGE","HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","93.7"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","HAYLAGE","HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - NUMBER OF TAPS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","78.8"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - OPERATIONS WITH TAPS","TOTAL","NOT SPECIFIED","1","78.8"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","MAPLE SYRUP","MAPLE SYRUP - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","RYE","RYE - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","RYE","RYE - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","0.9"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","RYE","RYE - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SORGHUM","SORGHUM - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","2","33.3"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SORGHUM","SORGHUM - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SORGHUM","SORGHUM, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SORGHUM","SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (1.0 TO 24.9 ACRES)","1","59.4"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SORGHUM","SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","59.4"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SORGHUM","SORGHUM, SILAGE - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SORGHUM","SORGHUM, SILAGE - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","2","24.2"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SORGHUM","SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SOYBEANS","SOYBEANS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,932","19.4"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (1.0 TO 24.9 ACRES)","3","(H)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","5","31.5"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (25.0 TO 99.9 ACRES)","7","64.5"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (250 TO 499 ACRES)","1","40.8"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (500 TO 999 ACRES)","1","0.6"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","17","42.9"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SOYBEANS","SOYBEANS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","17","42.9"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","93,224","16.0"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SOYBEANS","SOYBEANS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","866,000","15.3"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SUNFLOWER","SUNFLOWER - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SUNFLOWER","SUNFLOWER - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (1.0 TO 24.9 ACRES)","1","61.6"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SUNFLOWER","SUNFLOWER - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","61.6"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SUNFLOWER","SUNFLOWER - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SUNFLOWER","SUNFLOWER, NON-OIL TYPE - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SUNFLOWER","SUNFLOWER, NON-OIL TYPE - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","1.1"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","SUNFLOWER","SUNFLOWER, NON-OIL TYPE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","WHEAT","WHEAT - ACRES HARVESTED","TOTAL","NOT SPECIFIED","428","22.4"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (1.0 TO 24.9 ACRES)","12","57.1"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (25.0 TO 99.9 ACRES)","7","24.1"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","19","30.8"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","WHEAT","WHEAT - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","19","30.8"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","23,488","20.6"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","WHEAT","WHEAT - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","99,000","20.1"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","WHEAT","WHEAT, WINTER - ACRES HARVESTED","TOTAL","NOT SPECIFIED","428","22.4"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","WHEAT","WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","19","30.8"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","23,488","20.6"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","21","53.3"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","243","30.7"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (1.0 TO 24.9 ACRES)","5","74.8"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (25.0 TO 99.9 ACRES)","7","58.4"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","12","54.3"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","28,950","24.0"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN, SILAGE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","343","18.1"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (1.0 TO 24.9 ACRES)","10","37.0"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","1","0.8"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (25.0 TO 99.9 ACRES)","4","68.6"
"CENSUS","2017","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","GRANT","023","","","00000000","","CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","15","40.9"
